,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
Strawberry,50words,MALLAT,Phoneme,WordsSynonyms,DistalPhalanxTW,FaceAll,MiddlePhalanxTW,wafer,ProximalPhalanxTW,CinC_ECG_torso,ECG5000,Lighting7,uWaveGestureLibrary_Y,CBF,OliveOil,Gun_Point,FacesUCR,ProximalPhalanxOutlineAgeGroup,ShapesAll,Worms,WormsTwoClass,Cricket_Y,MedicalImages,ProximalPhalanxOutlineCorrect,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,PhalangesOutlinesCorrect,Cricket_Z,Lighting2,Cricket_X,ElectricDevices,uWaveGestureLibrary_X,InsectWingbeatSound,Meat,synthetic_control,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,RefrigerationDevices,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurfaceII,Earthquakes,Symbols,Computers,InlineSkate,MoteStrain,Beef,ItalyPowerDemand,ScreenType,ArrowHead,Coffee,ECGFiveDays,LargeKitchenAppliances,ToeSegmentation1,FordA,ToeSegmentation2,SmallKitchenAppliances,Two_Patterns,TwoLeadECG,FordB,HandOutlines,ECG200,OSULeaf,SonyAIBORobotSurface,Trace,ShapeletSim,BeetleFly,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
SwedishLeaf,ShapesAll,Adiac,FISH,DiatomSizeReduction,Symbols,Phoneme,OSULeaf,Herring,Car,Plane,NonInvasiveFatalECG_Thorax2,BeetleFly,BirdChicken,synthetic_control,FaceFour,Cricket_Z,yoga,ShapeletSim,NonInvasiveFatalECG_Thorax1,RefrigerationDevices,Earthquakes,Cricket_Y,Cricket_X,Trace,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,ElectricDevices,uWaveGestureLibrary_Z,ToeSegmentation2,uWaveGestureLibrary_X,Worms,ToeSegmentation1,SmallKitchenAppliances,FacesUCR,SonyAIBORobotSurface,wafer,ECG200,InlineSkate,MoteStrain,CinC_ECG_torso,FordB,TwoLeadECG,SonyAIBORobotSurfaceII,InsectWingbeatSound,FaceAll,DistalPhalanxTW,LargeKitchenAppliances,FordA,MedicalImages,ECGFiveDays,ItalyPowerDemand,MiddlePhalanxTW,ECG5000,ScreenType,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,Lighting7,50words,WordsSynonyms,Computers,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,DistalPhalanxOutlineCorrect,MALLAT,Ham,MiddlePhalanxOutlineCorrect,Lighting2,OliveOil,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,Haptics,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines,Two_Patterns
Symbols,SwedishLeaf,FISH,ShapesAll,Phoneme,Adiac,InsectWingbeatSound,Cricket_Y,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InlineSkate,MedicalImages,Cricket_X,FaceAll,uWaveGestureLibrary_X,ElectricDevices,OSULeaf,Two_Patterns,DistalPhalanxTW,Cricket_Z,WordsSynonyms,DiatomSizeReduction,50words,uWaveGestureLibrary_Y,Car,MiddlePhalanxTW,CinC_ECG_torso,Lighting7,ProximalPhalanxTW,LargeKitchenAppliances,ScreenType,MALLAT,Worms,synthetic_control,Plane,SmallKitchenAppliances,FacesUCR,DistalPhalanxOutlineAgeGroup,Trace,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ECG5000,RefrigerationDevices,ProximalPhalanxOutlineAgeGroup,OliveOil,CBF,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour,yoga,BirdChicken,BeetleFly,SonyAIBORobotSurface,ShapeletSim,ECG200,FordB,TwoLeadECG,ToeSegmentation1,ToeSegmentation2,MoteStrain,FordA,Herring,SonyAIBORobotSurfaceII,ECGFiveDays,ItalyPowerDemand,Computers,Beef,Meat,DistalPhalanxOutlineCorrect,Earthquakes,wafer,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ArrowHead,Gun_Point,Strawberry,WormsTwoClass,Coffee,Wine,HandOutlines
ToeSegmentation1,Cricket_Y,InsectWingbeatSound,DistalPhalanxOutlineAgeGroup,Phoneme,LargeKitchenAppliances,FaceAll,ElectricDevices,ShapesAll,CinC_ECG_torso,InlineSkate,Computers,DistalPhalanxTW,uWaveGestureLibrary_X,FacesUCR,RefrigerationDevices,uWaveGestureLibrary_Y,ScreenType,UWaveGestureLibraryAll,FordA,Cricket_X,ECGFiveDays,ToeSegmentation2,Cricket_Z,SmallKitchenAppliances,ECG5000,ItalyPowerDemand,Symbols,uWaveGestureLibrary_Z,Lighting7,ProximalPhalanxTW,Two_Patterns,DistalPhalanxOutlineCorrect,MoteStrain,MiddlePhalanxTW,MedicalImages,synthetic_control,TwoLeadECG,Trace,ProximalPhalanxOutlineAgeGroup,Worms,CBF,Earthquakes,FordB,MiddlePhalanxOutlineAgeGroup,Adiac,ECG200,SonyAIBORobotSurfaceII,yoga,MiddlePhalanxOutlineCorrect,Ham,ChlorineConcentration,OSULeaf,Lighting2,50words,WordsSynonyms,SonyAIBORobotSurface,ProximalPhalanxOutlineCorrect,SwedishLeaf,PhalangesOutlinesCorrect,Car,MALLAT,ShapeletSim,Gun_Point,OliveOil,DiatomSizeReduction,BirdChicken,Strawberry,FISH,wafer,BeetleFly,WormsTwoClass,Meat,Plane,Beef,ArrowHead,Coffee,Wine,Haptics,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,HandOutlines
ToeSegmentation2,yoga,Phoneme,InlineSkate,SmallKitchenAppliances,Cricket_Z,ShapesAll,wafer,Adiac,UWaveGestureLibraryAll,Plane,Two_Patterns,LargeKitchenAppliances,uWaveGestureLibrary_Z,ElectricDevices,Cricket_X,DistalPhalanxTW,FordA,Cricket_Y,SwedishLeaf,CinC_ECG_torso,uWaveGestureLibrary_X,ToeSegmentation1,ShapeletSim,FaceAll,OSULeaf,synthetic_control,InsectWingbeatSound,DiatomSizeReduction,ScreenType,ECGFiveDays,TwoLeadECG,uWaveGestureLibrary_Y,Symbols,FordB,FacesUCR,BirdChicken,ItalyPowerDemand,ECG5000,Worms,Car,Trace,BeetleFly,MoteStrain,MiddlePhalanxTW,ProximalPhalanxTW,MedicalImages,Haptics,DistalPhalanxOutlineAgeGroup,Computers,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Lighting7,FISH,WordsSynonyms,RefrigerationDevices,SonyAIBORobotSurfaceII,ECG200,50words,Herring,SonyAIBORobotSurface,Earthquakes,MALLAT,ProximalPhalanxOutlineAgeGroup,OliveOil,DistalPhalanxOutlineCorrect,CBF,Ham,MiddlePhalanxOutlineCorrect,NonInvasiveFatalECG_Thorax2,Lighting2,FaceFour,Meat,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,NonInvasiveFatalECG_Thorax1,Beef,Gun_Point,ArrowHead,Strawberry,WormsTwoClass,Coffee,Wine
Trace,Cricket_Z,Cricket_Y,Cricket_X,ShapesAll,uWaveGestureLibrary_Y,Phoneme,synthetic_control,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,Worms,UWaveGestureLibraryAll,ElectricDevices,SonyAIBORobotSurface,Adiac,ShapeletSim,SmallKitchenAppliances,yoga,ECG200,FacesUCR,InlineSkate,Two_Patterns,BirdChicken,OSULeaf,FordB,TwoLeadECG,SwedishLeaf,Symbols,BeetleFly,ToeSegmentation1,ToeSegmentation2,CinC_ECG_torso,MoteStrain,DiatomSizeReduction,LargeKitchenAppliances,FordA,DistalPhalanxTW,Car,SonyAIBORobotSurfaceII,FaceAll,InsectWingbeatSound,ECGFiveDays,ScreenType,ItalyPowerDemand,RefrigerationDevices,ECG5000,FISH,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,MedicalImages,MiddlePhalanxTW,Computers,Lighting7,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,Plane,CBF,Herring,wafer,Earthquakes,DistalPhalanxOutlineCorrect,WordsSynonyms,50words,Ham,MiddlePhalanxOutlineCorrect,MALLAT,Lighting2,OliveOil,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,FaceFour,Strawberry,NonInvasiveFatalECG_Thorax2,Meat,WormsTwoClass,NonInvasiveFatalECG_Thorax1,Beef,ArrowHead,Coffee,Wine,HandOutlines
TwoLeadECG,Phoneme,uWaveGestureLibrary_Z,Worms,Two_Patterns,FordB,Cricket_Y,Cricket_Z,UWaveGestureLibraryAll,Cricket_X,FordA,ECG200,ItalyPowerDemand,ECGFiveDays,SmallKitchenAppliances,Symbols,ElectricDevices,ECG5000,CinC_ECG_torso,ToeSegmentation2,InlineSkate,ShapesAll,OSULeaf,LargeKitchenAppliances,DistalPhalanxTW,uWaveGestureLibrary_Y,RefrigerationDevices,uWaveGestureLibrary_X,FacesUCR,SonyAIBORobotSurface,FaceAll,ToeSegmentation1,InsectWingbeatSound,DistalPhalanxOutlineAgeGroup,Computers,ScreenType,SonyAIBORobotSurfaceII,Lighting7,synthetic_control,ProximalPhalanxTW,DistalPhalanxOutlineCorrect,MoteStrain,MiddlePhalanxTW,MedicalImages,ProximalPhalanxOutlineAgeGroup,CBF,Earthquakes,MiddlePhalanxOutlineAgeGroup,Trace,MiddlePhalanxOutlineCorrect,Ham,ShapeletSim,ChlorineConcentration,Lighting2,BeetleFly,50words,WordsSynonyms,BirdChicken,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Adiac,MALLAT,Gun_Point,OliveOil,wafer,yoga,Strawberry,Plane,SwedishLeaf,WormsTwoClass,DiatomSizeReduction,Car,Meat,Haptics,FISH,Beef,Herring,ArrowHead,Coffee,Wine,NonInvasiveFatalECG_Thorax2,HandOutlines,FaceFour
Two_Patterns,Phoneme,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Cricket_Z,Cricket_Y,TwoLeadECG,SmallKitchenAppliances,FordB,Cricket_X,FordA,InlineSkate,CinC_ECG_torso,ElectricDevices,LargeKitchenAppliances,DistalPhalanxTW,Symbols,uWaveGestureLibrary_X,Worms,ShapesAll,FaceAll,ECGFiveDays,ItalyPowerDemand,uWaveGestureLibrary_Y,InsectWingbeatSound,ECG200,ScreenType,ECG5000,SonyAIBORobotSurface,DistalPhalanxOutlineAgeGroup,Computers,ProximalPhalanxTW,MiddlePhalanxTW,Lighting7,MedicalImages,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,FacesUCR,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ChlorineConcentration,synthetic_control,Trace,MoteStrain,Ham,50words,WordsSynonyms,ToeSegmentation1,MiddlePhalanxOutlineCorrect,ToeSegmentation2,Lighting2,MALLAT,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OliveOil,OSULeaf,Gun_Point,Adiac,ShapeletSim,Strawberry,wafer,yoga,BirdChicken,WormsTwoClass,Meat,BeetleFly,Earthquakes,DiatomSizeReduction,Car,Beef,FISH,ArrowHead,Plane,Coffee,Wine,Herring,HandOutlines,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics,CBF
UWaveGestureLibraryAll,Phoneme,Two_Patterns,uWaveGestureLibrary_Z,50words,Cricket_Z,Cricket_Y,ShapesAll,WordsSynonyms,Cricket_X,InlineSkate,ElectricDevices,uWaveGestureLibrary_X,FaceAll,CinC_ECG_torso,DistalPhalanxTW,LargeKitchenAppliances,InsectWingbeatSound,MedicalImages,uWaveGestureLibrary_Y,SmallKitchenAppliances,Worms,Symbols,ScreenType,MiddlePhalanxTW,Lighting7,ProximalPhalanxTW,DistalPhalanxOutlineAgeGroup,ECG5000,FordB,TwoLeadECG,FacesUCR,SonyAIBORobotSurface,MALLAT,ECGFiveDays,ECG200,ItalyPowerDemand,synthetic_control,FordA,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,Computers,Trace,ChlorineConcentration,CBF,RefrigerationDevices,SonyAIBORobotSurfaceII,DistalPhalanxOutlineCorrect,Adiac,Ham,MoteStrain,MiddlePhalanxOutlineCorrect,Lighting2,OliveOil,PhalangesOutlinesCorrect,ToeSegmentation1,OSULeaf,ProximalPhalanxOutlineCorrect,ToeSegmentation2,Gun_Point,SwedishLeaf,Strawberry,wafer,ShapeletSim,yoga,Meat,WormsTwoClass,DiatomSizeReduction,Car,BirdChicken,FISH,BeetleFly,Beef,Earthquakes,Plane,ArrowHead,Coffee,Wine,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,HandOutlines,FaceFour
Wine,Coffee,ArrowHead,FacesUCR,Beef,Phoneme,50words,ECG5000,MedicalImages,WordsSynonyms,HandOutlines,Meat,synthetic_control,uWaveGestureLibrary_Y,Worms,WormsTwoClass,Cricket_Y,FaceAll,Lighting7,wafer,MALLAT,DistalPhalanxTW,MiddlePhalanxTW,ProximalPhalanxTW,CinC_ECG_torso,CBF,OliveOil,Gun_Point,ProximalPhalanxOutlineAgeGroup,ShapesAll,ProximalPhalanxOutlineCorrect,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,PhalangesOutlinesCorrect,Cricket_Z,Lighting2,Cricket_X,ElectricDevices,uWaveGestureLibrary_X,InsectWingbeatSound,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,RefrigerationDevices,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurfaceII,Earthquakes,Symbols,Computers,InlineSkate,MoteStrain,ItalyPowerDemand,ScreenType,ECGFiveDays,LargeKitchenAppliances,ToeSegmentation1,FordA,ToeSegmentation2,SmallKitchenAppliances,Two_Patterns,TwoLeadECG,FordB,ECG200,OSULeaf,SonyAIBORobotSurface,Trace,ShapeletSim,BeetleFly,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
WordsSynonyms,FaceAll,MALLAT,Lighting7,Phoneme,FacesUCR,MedicalImages,Cricket_X,OliveOil,ProximalPhalanxTW,ShapesAll,MiddlePhalanxTW,InsectWingbeatSound,Gun_Point,CBF,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,Strawberry,DistalPhalanxTW,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,uWaveGestureLibrary_Y,PhalangesOutlinesCorrect,uWaveGestureLibrary_X,ECG5000,Lighting2,Cricket_Z,WormsTwoClass,Meat,DistalPhalanxOutlineAgeGroup,Cricket_Y,ElectricDevices,MiddlePhalanxOutlineCorrect,ScreenType,InlineSkate,Ham,CinC_ECG_torso,synthetic_control,Beef,DistalPhalanxOutlineCorrect,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,LargeKitchenAppliances,Computers,RefrigerationDevices,Two_Patterns,Symbols,Worms,ArrowHead,ItalyPowerDemand,ECGFiveDays,Coffee,Wine,FordA,SmallKitchenAppliances,TwoLeadECG,FordB,SonyAIBORobotSurfaceII,ECG200,HandOutlines,SonyAIBORobotSurface,Trace,MoteStrain,ToeSegmentation1,wafer,ToeSegmentation2,Adiac,OSULeaf,yoga,ShapeletSim,SwedishLeaf,Car,DiatomSizeReduction,BirdChicken,FISH,BeetleFly,Earthquakes,Herring,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics
Worms,50words,Phoneme,ShapesAll,MALLAT,WordsSynonyms,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,Cricket_Z,Cricket_Y,Cricket_X,FaceAll,Two_Patterns,InlineSkate,ElectricDevices,uWaveGestureLibrary_Y,CinC_ECG_torso,Lighting7,Trace,MedicalImages,uWaveGestureLibrary_X,FacesUCR,DistalPhalanxTW,ProximalPhalanxTW,InsectWingbeatSound,Symbols,MiddlePhalanxTW,synthetic_control,LargeKitchenAppliances,SmallKitchenAppliances,ECG5000,DistalPhalanxOutlineAgeGroup,ScreenType,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,CBF,OliveOil,Beef,ECGFiveDays,FordA,TwoLeadECG,FordB,SonyAIBORobotSurface,ItalyPowerDemand,ECG200,RefrigerationDevices,Computers,Adiac,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,Ham,OSULeaf,Lighting2,ProximalPhalanxOutlineCorrect,MoteStrain,Meat,SonyAIBORobotSurfaceII,PhalangesOutlinesCorrect,ArrowHead,Gun_Point,ToeSegmentation1,Strawberry,ToeSegmentation2,SwedishLeaf,wafer,ShapeletSim,Car,yoga,FISH,DiatomSizeReduction,BirdChicken,BeetleFly,Coffee,Wine,Earthquakes,HandOutlines,Plane,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour,Haptics
WormsTwoClass,50words,WordsSynonyms,FacesUCR,Phoneme,FaceAll,Meat,Cricket_Y,uWaveGestureLibrary_Y,synthetic_control,Lighting7,ECG5000,wafer,MALLAT,Strawberry,DistalPhalanxTW,MedicalImages,MiddlePhalanxTW,OliveOil,ProximalPhalanxTW,CinC_ECG_torso,CBF,Gun_Point,ProximalPhalanxOutlineAgeGroup,ShapesAll,Beef,ProximalPhalanxOutlineCorrect,ArrowHead,Coffee,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,PhalangesOutlinesCorrect,Cricket_Z,Wine,Cricket_X,Lighting2,ElectricDevices,uWaveGestureLibrary_X,InsectWingbeatSound,MiddlePhalanxOutlineCorrect,ChlorineConcentration,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,RefrigerationDevices,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurfaceII,Earthquakes,Symbols,Computers,HandOutlines,InlineSkate,MoteStrain,ScreenType,ItalyPowerDemand,ECGFiveDays,LargeKitchenAppliances,ToeSegmentation1,FordA,ToeSegmentation2,Two_Patterns,SmallKitchenAppliances,TwoLeadECG,FordB,ECG200,OSULeaf,SonyAIBORobotSurface,Trace,ShapeletSim,BeetleFly,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
synthetic_control,ShapesAll,50words,WordsSynonyms,Phoneme,Cricket_Z,Adiac,Cricket_X,MedicalImages,FacesUCR,Cricket_Y,Trace,uWaveGestureLibrary_Y,InsectWingbeatSound,FaceAll,MALLAT,uWaveGestureLibrary_X,SwedishLeaf,uWaveGestureLibrary_Z,Lighting7,UWaveGestureLibraryAll,ElectricDevices,ProximalPhalanxTW,InlineSkate,Worms,DistalPhalanxTW,OSULeaf,MiddlePhalanxTW,Symbols,Car,CinC_ECG_torso,Two_Patterns,FISH,SmallKitchenAppliances,OliveOil,DiatomSizeReduction,ECG5000,LargeKitchenAppliances,Beef,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ScreenType,RefrigerationDevices,ProximalPhalanxOutlineAgeGroup,CBF,SonyAIBORobotSurface,ECG200,ToeSegmentation1,Plane,FordB,MoteStrain,ToeSegmentation2,TwoLeadECG,FordA,ECGFiveDays,ItalyPowerDemand,ShapeletSim,SonyAIBORobotSurfaceII,Computers,yoga,DistalPhalanxOutlineCorrect,BirdChicken,Ham,BeetleFly,MiddlePhalanxOutlineCorrect,Meat,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,NonInvasiveFatalECG_Thorax2,wafer,Gun_Point,NonInvasiveFatalECG_Thorax1,Earthquakes,Strawberry,FaceFour,ArrowHead,WormsTwoClass,Herring,Coffee,Wine,HandOutlines
uWaveGestureLibrary_X,InsectWingbeatSound,Phoneme,FaceAll,ShapesAll,InlineSkate,Cricket_X,ElectricDevices,50words,WordsSynonyms,MedicalImages,Cricket_Y,DistalPhalanxTW,Lighting7,Cricket_Z,ProximalPhalanxTW,ScreenType,MiddlePhalanxTW,UWaveGestureLibraryAll,LargeKitchenAppliances,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,CinC_ECG_torso,Two_Patterns,MALLAT,Symbols,ProximalPhalanxOutlineAgeGroup,SmallKitchenAppliances,CBF,ECG5000,FacesUCR,synthetic_control,Worms,Computers,ECGFiveDays,ItalyPowerDemand,FordA,RefrigerationDevices,OliveOil,TwoLeadECG,FordB,DistalPhalanxOutlineCorrect,Ham,Trace,ECG200,MiddlePhalanxOutlineCorrect,SonyAIBORobotSurface,Adiac,SonyAIBORobotSurfaceII,Lighting2,OSULeaf,MoteStrain,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ToeSegmentation1,SwedishLeaf,Gun_Point,Meat,ToeSegmentation2,Strawberry,Beef,FISH,wafer,WormsTwoClass,ShapeletSim,yoga,ArrowHead,Car,DiatomSizeReduction,BirdChicken,BeetleFly,Plane,Earthquakes,Coffee,Wine,Herring,NonInvasiveFatalECG_Thorax2,HandOutlines,NonInvasiveFatalECG_Thorax1,FaceFour,Haptics,uWaveGestureLibrary_Z
uWaveGestureLibrary_Y,50words,Phoneme,ShapesAll,InsectWingbeatSound,FaceAll,Cricket_Z,Cricket_X,Cricket_Y,WordsSynonyms,InlineSkate,MedicalImages,DistalPhalanxTW,FacesUCR,ElectricDevices,MiddlePhalanxTW,UWaveGestureLibraryAll,Lighting7,ProximalPhalanxTW,Two_Patterns,MALLAT,synthetic_control,CinC_ECG_torso,Trace,Worms,LargeKitchenAppliances,OliveOil,ECG5000,ScreenType,ChlorineConcentration,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,Symbols,ProximalPhalanxOutlineAgeGroup,CBF,SmallKitchenAppliances,Adiac,RefrigerationDevices,Ham,MiddlePhalanxOutlineCorrect,Computers,DistalPhalanxOutlineCorrect,FordA,Lighting2,ItalyPowerDemand,OSULeaf,ECGFiveDays,SonyAIBORobotSurface,ECG200,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Meat,TwoLeadECG,Beef,FordB,SonyAIBORobotSurfaceII,SwedishLeaf,MoteStrain,Gun_Point,ToeSegmentation1,Strawberry,FISH,ToeSegmentation2,WormsTwoClass,DiatomSizeReduction,ArrowHead,Car,wafer,ShapeletSim,yoga,Plane,BirdChicken,BeetleFly,Earthquakes,Coffee,Wine,NonInvasiveFatalECG_Thorax2,HandOutlines,NonInvasiveFatalECG_Thorax1,Herring,FaceFour,Haptics,uWaveGestureLibrary_Z
uWaveGestureLibrary_Z,Phoneme,50words,UWaveGestureLibraryAll,Two_Patterns,Cricket_Z,Cricket_Y,ShapesAll,WordsSynonyms,Cricket_X,InlineSkate,ElectricDevices,CinC_ECG_torso,FaceAll,Worms,DistalPhalanxTW,LargeKitchenAppliances,SmallKitchenAppliances,SonyAIBORobotSurface,InsectWingbeatSound,Symbols,ECG200,FordB,MedicalImages,TwoLeadECG,Trace,ProximalPhalanxTW,ScreenType,Lighting7,MiddlePhalanxTW,synthetic_control,FacesUCR,FordA,ECG5000,DistalPhalanxOutlineAgeGroup,ECGFiveDays,ItalyPowerDemand,MiddlePhalanxOutlineAgeGroup,Computers,ChlorineConcentration,MALLAT,SonyAIBORobotSurfaceII,ProximalPhalanxOutlineAgeGroup,MoteStrain,RefrigerationDevices,CBF,DistalPhalanxOutlineCorrect,ToeSegmentation1,Ham,Adiac,MiddlePhalanxOutlineCorrect,OliveOil,ToeSegmentation2,OSULeaf,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,SwedishLeaf,yoga,Gun_Point,ShapeletSim,wafer,Strawberry,Car,DiatomSizeReduction,BirdChicken,Meat,FISH,BeetleFly,WormsTwoClass,Earthquakes,Beef,Plane,ArrowHead,Herring,Coffee,Wine,NonInvasiveFatalECG_Thorax2,FaceFour,HandOutlines,NonInvasiveFatalECG_Thorax1,Haptics,uWaveGestureLibrary_Y
wafer,ShapesAll,50words,FaceAll,WordsSynonyms,ECG5000,Lighting7,MALLAT,Strawberry,uWaveGestureLibrary_Y,Phoneme,DistalPhalanxTW,MiddlePhalanxTW,yoga,WormsTwoClass,Cricket_Y,ProximalPhalanxTW,CinC_ECG_torso,CBF,OliveOil,Gun_Point,FacesUCR,ProximalPhalanxOutlineAgeGroup,Worms,Cricket_Z,MedicalImages,ProximalPhalanxOutlineCorrect,uWaveGestureLibrary_Z,Adiac,Meat,UWaveGestureLibraryAll,PhalangesOutlinesCorrect,synthetic_control,Lighting2,Cricket_X,ElectricDevices,uWaveGestureLibrary_X,InsectWingbeatSound,Trace,SwedishLeaf,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,RefrigerationDevices,Car,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurfaceII,Beef,Earthquakes,Symbols,OSULeaf,Computers,ArrowHead,InlineSkate,MoteStrain,Coffee,DiatomSizeReduction,ShapeletSim,Wine,ItalyPowerDemand,ScreenType,FISH,ECGFiveDays,BirdChicken,LargeKitchenAppliances,ToeSegmentation1,FordA,BeetleFly,ToeSegmentation2,SmallKitchenAppliances,Two_Patterns,HandOutlines,TwoLeadECG,FordB,ECG200,SonyAIBORobotSurface,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
