,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
SonyAIBORobotSurfaceII,ShapesAll,50words,Adiac,Phoneme,WordsSynonyms,FaceAll,Cricket_Z,Cricket_X,InsectWingbeatSound,Cricket_Y,SwedishLeaf,FacesUCR,MedicalImages,UWaveGestureLibraryAll,uWaveGestureLibrary_X,InlineSkate,ElectricDevices,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,DistalPhalanxTW,MALLAT,Lighting7,ProximalPhalanxTW,synthetic_control,OSULeaf,MiddlePhalanxTW,NonInvasiveFatalECG_Thorax2,Symbols,Two_Patterns,Car,Worms,CinC_ECG_torso,FISH,NonInvasiveFatalECG_Thorax1,DiatomSizeReduction,ECG5000,LargeKitchenAppliances,ScreenType,Trace,SmallKitchenAppliances,Beef,DistalPhalanxOutlineAgeGroup,Plane,OliveOil,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,yoga,ToeSegmentation2,ToeSegmentation1,ECGFiveDays,FordA,ItalyPowerDemand,Computers,ShapeletSim,TwoLeadECG,FordB,Meat,MoteStrain,DistalPhalanxOutlineCorrect,BirdChicken,wafer,PhalangesOutlinesCorrect,Lighting2,ProximalPhalanxOutlineCorrect,ArrowHead,MiddlePhalanxOutlineCorrect,Ham,BeetleFly,ECG200,SonyAIBORobotSurface,Gun_Point,Earthquakes,Strawberry,WormsTwoClass,Coffee,Wine,HandOutlines,Herring,Haptics
Strawberry,Wine,ShapesAll,Phoneme,50words,Adiac,WordsSynonyms,Cricket_Y,Cricket_Z,Cricket_X,FacesUCR,InsectWingbeatSound,FaceAll,MedicalImages,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InlineSkate,SwedishLeaf,uWaveGestureLibrary_Y,ElectricDevices,synthetic_control,NonInvasiveFatalECG_Thorax2,Lighting7,DistalPhalanxTW,Beef,MiddlePhalanxTW,ProximalPhalanxTW,Worms,Trace,NonInvasiveFatalECG_Thorax1,Symbols,Two_Patterns,OSULeaf,ECG5000,CinC_ECG_torso,LargeKitchenAppliances,SmallKitchenAppliances,ArrowHead,ScreenType,Car,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,MALLAT,FISH,Plane,ChlorineConcentration,DiatomSizeReduction,Meat,RefrigerationDevices,ProximalPhalanxOutlineAgeGroup,FordA,CBF,SonyAIBORobotSurface,ECGFiveDays,Coffee,ShapeletSim,ECG200,ItalyPowerDemand,MoteStrain,ToeSegmentation1,SonyAIBORobotSurfaceII,Computers,ToeSegmentation2,FordB,TwoLeadECG,HandOutlines,yoga,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,BirdChicken,Lighting2,BeetleFly,OliveOil,PhalangesOutlinesCorrect,Earthquakes,ProximalPhalanxOutlineCorrect,wafer,WormsTwoClass,FaceFour,Gun_Point,Herring
SwedishLeaf,ShapesAll,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,Adiac,Cricket_Y,Cricket_Z,Cricket_X,50words,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InsectWingbeatSound,uWaveGestureLibrary_X,InlineSkate,ElectricDevices,FaceAll,uWaveGestureLibrary_Y,WordsSynonyms,Plane,MedicalImages,Trace,synthetic_control,DistalPhalanxTW,Symbols,OSULeaf,FaceFour,Worms,MiddlePhalanxTW,SmallKitchenAppliances,CinC_ECG_torso,Lighting7,ProximalPhalanxTW,FacesUCR,LargeKitchenAppliances,FISH,ScreenType,FordB,ECG200,SonyAIBORobotSurface,TwoLeadECG,Car,FordA,DistalPhalanxOutlineAgeGroup,DiatomSizeReduction,ToeSegmentation1,ECG5000,ToeSegmentation2,ECGFiveDays,RefrigerationDevices,MoteStrain,ItalyPowerDemand,yoga,SonyAIBORobotSurfaceII,ShapeletSim,MiddlePhalanxOutlineAgeGroup,MALLAT,BirdChicken,Computers,ChlorineConcentration,BeetleFly,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,Earthquakes,wafer,Lighting2,PhalangesOutlinesCorrect,OliveOil,Herring,ProximalPhalanxOutlineCorrect,Haptics,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines,Two_Patterns
Symbols,ShapesAll,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,50words,Adiac,Cricket_Z,WordsSynonyms,Cricket_Y,Cricket_X,FaceAll,InsectWingbeatSound,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,ElectricDevices,MedicalImages,InlineSkate,SwedishLeaf,FacesUCR,synthetic_control,Plane,Trace,DistalPhalanxTW,Lighting7,Worms,MiddlePhalanxTW,ProximalPhalanxTW,MALLAT,Two_Patterns,OSULeaf,CinC_ECG_torso,FaceFour,SmallKitchenAppliances,LargeKitchenAppliances,ScreenType,ECG5000,Car,DistalPhalanxOutlineAgeGroup,SonyAIBORobotSurface,ECG200,MiddlePhalanxOutlineAgeGroup,yoga,ChlorineConcentration,ShapeletSim,FordB,TwoLeadECG,MoteStrain,ToeSegmentation1,DiatomSizeReduction,ProximalPhalanxOutlineAgeGroup,ToeSegmentation2,SonyAIBORobotSurfaceII,RefrigerationDevices,CBF,FordA,OliveOil,ECGFiveDays,BirdChicken,ItalyPowerDemand,FISH,Computers,BeetleFly,DistalPhalanxOutlineCorrect,wafer,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Beef,Gun_Point,Earthquakes,Meat,Strawberry,WormsTwoClass,ArrowHead,Haptics,Herring,Coffee,Wine
ToeSegmentation1,ShapesAll,Adiac,50words,Phoneme,WordsSynonyms,SwedishLeaf,FaceAll,Cricket_Y,Cricket_X,InsectWingbeatSound,Cricket_Z,MedicalImages,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,FacesUCR,NonInvasiveFatalECG_Thorax2,FISH,InlineSkate,uWaveGestureLibrary_Y,Lighting7,MALLAT,OSULeaf,Symbols,ElectricDevices,MiddlePhalanxTW,ProximalPhalanxTW,DistalPhalanxTW,NonInvasiveFatalECG_Thorax1,synthetic_control,Plane,Two_Patterns,Car,Worms,DiatomSizeReduction,CinC_ECG_torso,Trace,ECG5000,OliveOil,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,SmallKitchenAppliances,ProximalPhalanxOutlineAgeGroup,RefrigerationDevices,CBF,DistalPhalanxOutlineAgeGroup,ScreenType,SonyAIBORobotSurface,LargeKitchenAppliances,ECG200,FordB,TwoLeadECG,SonyAIBORobotSurfaceII,Beef,ItalyPowerDemand,DistalPhalanxOutlineCorrect,Ham,Lighting2,MiddlePhalanxOutlineCorrect,FordA,PhalangesOutlinesCorrect,ECGFiveDays,FaceFour,Earthquakes,ShapeletSim,Herring,ProximalPhalanxOutlineCorrect,MoteStrain,BeetleFly,Computers,BirdChicken,ToeSegmentation2,Gun_Point,Meat,Strawberry,yoga,wafer,WormsTwoClass,ArrowHead,Haptics,Coffee,Wine
ToeSegmentation2,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,Cricket_X,SwedishLeaf,Cricket_Y,FaceAll,InsectWingbeatSound,Cricket_Z,NonInvasiveFatalECG_Thorax2,MedicalImages,NonInvasiveFatalECG_Thorax1,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,InlineSkate,Lighting7,FacesUCR,ElectricDevices,MiddlePhalanxTW,ProximalPhalanxTW,MALLAT,FISH,DistalPhalanxTW,Plane,Symbols,OSULeaf,synthetic_control,Trace,Worms,Two_Patterns,CinC_ECG_torso,Car,MiddlePhalanxOutlineAgeGroup,DiatomSizeReduction,ChlorineConcentration,ScreenType,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,ECG5000,RefrigerationDevices,OliveOil,SmallKitchenAppliances,LargeKitchenAppliances,FaceFour,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,ECG200,MoteStrain,DistalPhalanxOutlineCorrect,Ham,Computers,FordB,TwoLeadECG,MiddlePhalanxOutlineCorrect,Lighting2,ItalyPowerDemand,Earthquakes,PhalangesOutlinesCorrect,ECGFiveDays,BeetleFly,ShapeletSim,FordA,ProximalPhalanxOutlineCorrect,BirdChicken,ToeSegmentation1,Herring,Gun_Point,Beef,Meat,Strawberry,wafer,WormsTwoClass,yoga,Haptics,ArrowHead,Coffee,Wine
Trace,ShapesAll,Adiac,Phoneme,50words,SwedishLeaf,WordsSynonyms,InsectWingbeatSound,FaceAll,Cricket_Y,InlineSkate,Cricket_X,UWaveGestureLibraryAll,Cricket_Z,MedicalImages,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,ElectricDevices,FISH,OSULeaf,DistalPhalanxTW,Symbols,uWaveGestureLibrary_Y,Lighting7,Two_Patterns,Car,MiddlePhalanxTW,ProximalPhalanxTW,DiatomSizeReduction,FacesUCR,CinC_ECG_torso,MALLAT,LargeKitchenAppliances,NonInvasiveFatalECG_Thorax2,synthetic_control,ScreenType,RefrigerationDevices,Plane,DistalPhalanxOutlineAgeGroup,NonInvasiveFatalECG_Thorax1,ECG5000,Worms,SmallKitchenAppliances,MiddlePhalanxOutlineAgeGroup,FordA,TwoLeadECG,FordB,ECGFiveDays,ChlorineConcentration,ItalyPowerDemand,ProximalPhalanxOutlineAgeGroup,ToeSegmentation2,Computers,CBF,yoga,ToeSegmentation1,DistalPhalanxOutlineCorrect,Earthquakes,OliveOil,Herring,ECG200,SonyAIBORobotSurface,Ham,MiddlePhalanxOutlineCorrect,BirdChicken,Lighting2,ShapeletSim,SonyAIBORobotSurfaceII,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,wafer,Haptics,BeetleFly,MoteStrain,Gun_Point,FaceFour,Beef,Strawberry,Meat,WormsTwoClass,ArrowHead,Coffee,Wine
TwoLeadECG,ShapesAll,50words,WordsSynonyms,Phoneme,Adiac,FaceAll,Cricket_X,InsectWingbeatSound,Cricket_Z,MedicalImages,Cricket_Y,FacesUCR,MALLAT,uWaveGestureLibrary_X,Lighting7,uWaveGestureLibrary_Y,MiddlePhalanxTW,ProximalPhalanxTW,SwedishLeaf,synthetic_control,ElectricDevices,DistalPhalanxTW,InlineSkate,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,Trace,OliveOil,NonInvasiveFatalECG_Thorax2,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,DistalPhalanxOutlineAgeGroup,Worms,NonInvasiveFatalECG_Thorax1,ScreenType,Symbols,OSULeaf,ECG5000,Car,CinC_ECG_torso,Ham,MoteStrain,MiddlePhalanxOutlineCorrect,Lighting2,DistalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,RefrigerationDevices,DiatomSizeReduction,FISH,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,Plane,Computers,ShapeletSim,LargeKitchenAppliances,SmallKitchenAppliances,Gun_Point,yoga,ToeSegmentation1,Meat,wafer,Strawberry,BirdChicken,BeetleFly,WormsTwoClass,Earthquakes,Beef,ToeSegmentation2,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurface,ECG200,FordA,Two_Patterns,ArrowHead,FaceFour,Herring,Haptics,Coffee,Wine,HandOutlines
Two_Patterns,ShapesAll,50words,WordsSynonyms,Phoneme,Adiac,FaceAll,Cricket_X,InsectWingbeatSound,MedicalImages,Cricket_Z,Cricket_Y,FacesUCR,MALLAT,Lighting7,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,NonInvasiveFatalECG_Thorax2,MiddlePhalanxTW,ProximalPhalanxTW,synthetic_control,NonInvasiveFatalECG_Thorax1,ElectricDevices,uWaveGestureLibrary_Z,DistalPhalanxTW,Trace,UWaveGestureLibraryAll,InlineSkate,OliveOil,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Worms,ProximalPhalanxOutlineAgeGroup,OSULeaf,DistalPhalanxOutlineAgeGroup,Symbols,ECG5000,Plane,ScreenType,Car,FISH,CinC_ECG_torso,Meat,Lighting2,Ham,MiddlePhalanxOutlineCorrect,PhalangesOutlinesCorrect,DiatomSizeReduction,SonyAIBORobotSurfaceII,ProximalPhalanxOutlineCorrect,MoteStrain,DistalPhalanxOutlineCorrect,RefrigerationDevices,ShapeletSim,Beef,Gun_Point,Computers,Strawberry,wafer,yoga,BirdChicken,WormsTwoClass,ToeSegmentation1,BeetleFly,SmallKitchenAppliances,SonyAIBORobotSurface,LargeKitchenAppliances,Earthquakes,ECG200,ToeSegmentation2,ItalyPowerDemand,FaceFour,ArrowHead,ECGFiveDays,Coffee,Haptics,Herring,Wine,HandOutlines,FordA,FordB,TwoLeadECG,SwedishLeaf
UWaveGestureLibraryAll,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FaceAll,Cricket_X,InsectWingbeatSound,Cricket_Z,Cricket_Y,MedicalImages,FacesUCR,SwedishLeaf,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,Lighting7,MALLAT,uWaveGestureLibrary_Z,MiddlePhalanxTW,ProximalPhalanxTW,ElectricDevices,InlineSkate,synthetic_control,DistalPhalanxTW,NonInvasiveFatalECG_Thorax2,Trace,OSULeaf,Symbols,NonInvasiveFatalECG_Thorax1,Worms,FISH,OliveOil,Car,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,CinC_ECG_torso,ProximalPhalanxOutlineAgeGroup,ECG5000,CBF,DistalPhalanxOutlineAgeGroup,DiatomSizeReduction,Plane,ScreenType,RefrigerationDevices,LargeKitchenAppliances,Two_Patterns,SmallKitchenAppliances,Beef,Ham,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,MoteStrain,SonyAIBORobotSurfaceII,Lighting2,ShapeletSim,Meat,PhalangesOutlinesCorrect,Computers,ProximalPhalanxOutlineCorrect,yoga,ToeSegmentation1,BirdChicken,Gun_Point,wafer,SonyAIBORobotSurface,ToeSegmentation2,BeetleFly,ItalyPowerDemand,ECG200,Strawberry,ECGFiveDays,Earthquakes,WormsTwoClass,FordA,FordB,TwoLeadECG,ArrowHead,FaceFour,Herring,Coffee,Wine,Haptics
Wine,Strawberry,50words,ShapesAll,Phoneme,WordsSynonyms,Adiac,FaceAll,InsectWingbeatSound,Cricket_X,Cricket_Y,MedicalImages,Cricket_Z,MALLAT,FacesUCR,uWaveGestureLibrary_X,Lighting7,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,InlineSkate,ElectricDevices,MiddlePhalanxTW,ProximalPhalanxTW,DistalPhalanxTW,SwedishLeaf,OliveOil,synthetic_control,Worms,ECG5000,CinC_ECG_torso,Symbols,Two_Patterns,ChlorineConcentration,CBF,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,Trace,NonInvasiveFatalECG_Thorax2,ScreenType,LargeKitchenAppliances,OSULeaf,SmallKitchenAppliances,NonInvasiveFatalECG_Thorax1,RefrigerationDevices,Gun_Point,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Lighting2,MiddlePhalanxOutlineCorrect,Ham,DistalPhalanxOutlineCorrect,Computers,Meat,Car,ECGFiveDays,ItalyPowerDemand,SonyAIBORobotSurfaceII,FordA,MoteStrain,WormsTwoClass,Plane,FISH,wafer,DiatomSizeReduction,ToeSegmentation1,SonyAIBORobotSurface,ECG200,FordB,TwoLeadECG,ToeSegmentation2,ShapeletSim,yoga,Earthquakes,HandOutlines,BirdChicken,BeetleFly,Beef,FaceFour,Herring,Haptics,ArrowHead
WordsSynonyms,ShapesAll,Phoneme,Adiac,NonInvasiveFatalECG_Thorax2,Cricket_Y,Cricket_Z,NonInvasiveFatalECG_Thorax1,Cricket_X,FacesUCR,SwedishLeaf,FaceAll,InsectWingbeatSound,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,MedicalImages,uWaveGestureLibrary_Y,InlineSkate,ElectricDevices,synthetic_control,DistalPhalanxTW,OSULeaf,50words,Worms,Symbols,Trace,MiddlePhalanxTW,Lighting7,Beef,ProximalPhalanxTW,Plane,Two_Patterns,FISH,ECG5000,MALLAT,Car,CinC_ECG_torso,DiatomSizeReduction,SmallKitchenAppliances,LargeKitchenAppliances,ArrowHead,ScreenType,DistalPhalanxOutlineAgeGroup,RefrigerationDevices,ShapeletSim,MiddlePhalanxOutlineAgeGroup,HandOutlines,SonyAIBORobotSurface,ChlorineConcentration,yoga,ECG200,ToeSegmentation2,ToeSegmentation1,ProximalPhalanxOutlineAgeGroup,FordA,FordB,TwoLeadECG,MoteStrain,ECGFiveDays,CBF,Meat,ItalyPowerDemand,BirdChicken,OliveOil,SonyAIBORobotSurfaceII,Wine,Coffee,Computers,FaceFour,BeetleFly,DistalPhalanxOutlineCorrect,wafer,Ham,MiddlePhalanxOutlineCorrect,Earthquakes,Haptics,Lighting2,WormsTwoClass,Herring,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Strawberry
Worms,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FaceAll,InsectWingbeatSound,Cricket_X,Cricket_Y,Cricket_Z,MedicalImages,FacesUCR,uWaveGestureLibrary_X,SwedishLeaf,MALLAT,Lighting7,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_Z,ElectricDevices,MiddlePhalanxTW,ProximalPhalanxTW,DistalPhalanxTW,synthetic_control,Symbols,ECG5000,OSULeaf,NonInvasiveFatalECG_Thorax2,CinC_ECG_torso,OliveOil,Two_Patterns,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ScreenType,DistalPhalanxOutlineAgeGroup,Trace,FISH,ProximalPhalanxOutlineAgeGroup,CBF,NonInvasiveFatalECG_Thorax1,LargeKitchenAppliances,Car,DiatomSizeReduction,Beef,SmallKitchenAppliances,RefrigerationDevices,Plane,Meat,Ham,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,Computers,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ECGFiveDays,ItalyPowerDemand,SonyAIBORobotSurfaceII,ToeSegmentation1,MoteStrain,FordA,ToeSegmentation2,Gun_Point,Strawberry,wafer,ShapeletSim,yoga,TwoLeadECG,ECG200,FordB,SonyAIBORobotSurface,Earthquakes,BirdChicken,ArrowHead,BeetleFly,Coffee,Wine,Herring,Haptics,FaceFour,HandOutlines
WormsTwoClass,ShapesAll,Phoneme,50words,Adiac,WordsSynonyms,Cricket_X,Cricket_Z,Cricket_Y,InsectWingbeatSound,FaceAll,MedicalImages,FacesUCR,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InlineSkate,ElectricDevices,SwedishLeaf,uWaveGestureLibrary_Y,Lighting7,DistalPhalanxTW,MALLAT,MiddlePhalanxTW,ProximalPhalanxTW,synthetic_control,NonInvasiveFatalECG_Thorax2,Beef,NonInvasiveFatalECG_Thorax1,Trace,Symbols,Two_Patterns,OSULeaf,CinC_ECG_torso,ECG5000,ScreenType,LargeKitchenAppliances,DistalPhalanxOutlineAgeGroup,SmallKitchenAppliances,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,OliveOil,ArrowHead,Car,ProximalPhalanxOutlineAgeGroup,CBF,Plane,FISH,RefrigerationDevices,DiatomSizeReduction,HandOutlines,Computers,ECGFiveDays,SonyAIBORobotSurfaceII,Ham,FordA,ItalyPowerDemand,DistalPhalanxOutlineCorrect,SonyAIBORobotSurface,MoteStrain,ToeSegmentation1,ECG200,MiddlePhalanxOutlineCorrect,ShapeletSim,ToeSegmentation2,FordB,TwoLeadECG,Wine,Lighting2,Coffee,yoga,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,BirdChicken,Gun_Point,BeetleFly,Earthquakes,wafer,Meat,Strawberry,FaceFour,Herring,Haptics
synthetic_control,ShapesAll,Phoneme,Adiac,50words,WordsSynonyms,SwedishLeaf,Cricket_Y,InsectWingbeatSound,FaceAll,Cricket_X,Cricket_Z,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,MedicalImages,InlineSkate,uWaveGestureLibrary_X,ElectricDevices,uWaveGestureLibrary_Y,DistalPhalanxTW,FacesUCR,Symbols,Lighting7,OSULeaf,FISH,MiddlePhalanxTW,ProximalPhalanxTW,Two_Patterns,MALLAT,Plane,CinC_ECG_torso,Worms,Car,LargeKitchenAppliances,DiatomSizeReduction,ScreenType,ECG5000,SmallKitchenAppliances,Trace,DistalPhalanxOutlineAgeGroup,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,TwoLeadECG,FordB,FordA,CBF,ECGFiveDays,ItalyPowerDemand,OliveOil,Computers,ECG200,SonyAIBORobotSurface,ToeSegmentation2,FaceFour,DistalPhalanxOutlineCorrect,ToeSegmentation1,SonyAIBORobotSurfaceII,MoteStrain,Ham,Earthquakes,MiddlePhalanxOutlineCorrect,ShapeletSim,Beef,yoga,Lighting2,BirdChicken,BeetleFly,Herring,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,wafer,Gun_Point,ArrowHead,Strawberry,Haptics,Meat,WormsTwoClass,HandOutlines,Coffee
uWaveGestureLibrary_X,ShapesAll,50words,Adiac,Phoneme,WordsSynonyms,FaceAll,Cricket_Z,Cricket_Y,Cricket_X,FacesUCR,SwedishLeaf,InsectWingbeatSound,MedicalImages,NonInvasiveFatalECG_Thorax2,UWaveGestureLibraryAll,MALLAT,NonInvasiveFatalECG_Thorax1,Lighting7,ElectricDevices,InlineSkate,synthetic_control,ProximalPhalanxTW,OSULeaf,MiddlePhalanxTW,DistalPhalanxTW,Symbols,Worms,FISH,Car,Beef,Two_Patterns,Trace,OliveOil,CinC_ECG_torso,ECG5000,Plane,DiatomSizeReduction,SmallKitchenAppliances,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,MiddlePhalanxOutlineAgeGroup,Meat,DistalPhalanxOutlineAgeGroup,LargeKitchenAppliances,RefrigerationDevices,ArrowHead,ScreenType,ShapeletSim,yoga,SonyAIBORobotSurface,FordB,TwoLeadECG,ECG200,ToeSegmentation2,wafer,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Lighting2,BirdChicken,SonyAIBORobotSurfaceII,Gun_Point,FordA,MoteStrain,MiddlePhalanxOutlineCorrect,ToeSegmentation1,WormsTwoClass,Ham,ItalyPowerDemand,Strawberry,DistalPhalanxOutlineCorrect,BeetleFly,ECGFiveDays,Computers,Coffee,Wine,Earthquakes,FaceFour,Herring,HandOutlines,Haptics,uWaveGestureLibrary_Z
uWaveGestureLibrary_Y,ShapesAll,50words,Adiac,Phoneme,WordsSynonyms,FaceAll,Cricket_X,Cricket_Z,Cricket_Y,SwedishLeaf,InsectWingbeatSound,MedicalImages,FacesUCR,UWaveGestureLibraryAll,NonInvasiveFatalECG_Thorax2,InlineSkate,ElectricDevices,MALLAT,Lighting7,NonInvasiveFatalECG_Thorax1,ProximalPhalanxTW,MiddlePhalanxTW,DistalPhalanxTW,OSULeaf,synthetic_control,Symbols,FISH,Worms,Two_Patterns,Car,CinC_ECG_torso,DiatomSizeReduction,Plane,ECG5000,Trace,OliveOil,Beef,LargeKitchenAppliances,ChlorineConcentration,SmallKitchenAppliances,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ScreenType,ProximalPhalanxOutlineAgeGroup,CBF,RefrigerationDevices,TwoLeadECG,FordB,FordA,ToeSegmentation2,ShapeletSim,ECG200,yoga,ItalyPowerDemand,ECGFiveDays,Lighting2,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,Ham,PhalangesOutlinesCorrect,DistalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,Computers,ArrowHead,ToeSegmentation1,ProximalPhalanxOutlineCorrect,MoteStrain,BirdChicken,Gun_Point,Meat,wafer,BeetleFly,Earthquakes,Strawberry,FaceFour,Herring,Coffee,Wine,WormsTwoClass,HandOutlines,Haptics,uWaveGestureLibrary_Z
uWaveGestureLibrary_Z,ShapesAll,50words,Adiac,Phoneme,WordsSynonyms,FaceAll,InsectWingbeatSound,Cricket_X,Cricket_Z,MedicalImages,Cricket_Y,SwedishLeaf,FacesUCR,Lighting7,MALLAT,MiddlePhalanxTW,ElectricDevices,ProximalPhalanxTW,UWaveGestureLibraryAll,InlineSkate,NonInvasiveFatalECG_Thorax2,DistalPhalanxTW,synthetic_control,NonInvasiveFatalECG_Thorax1,OSULeaf,Symbols,Trace,FISH,Car,Worms,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,OliveOil,ScreenType,DistalPhalanxOutlineAgeGroup,DiatomSizeReduction,CinC_ECG_torso,ProximalPhalanxOutlineAgeGroup,ECG5000,CBF,Plane,LargeKitchenAppliances,RefrigerationDevices,Two_Patterns,SmallKitchenAppliances,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,yoga,Computers,Lighting2,Beef,MoteStrain,ShapeletSim,PhalangesOutlinesCorrect,ToeSegmentation1,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,ToeSegmentation2,Meat,BirdChicken,wafer,ItalyPowerDemand,ECGFiveDays,Gun_Point,Earthquakes,BeetleFly,FordA,Strawberry,ECG200,WormsTwoClass,SonyAIBORobotSurface,FordB,TwoLeadECG,ArrowHead,FaceFour,Herring,Haptics,Coffee,Wine,HandOutlines,uWaveGestureLibrary_X
