,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
Strawberry,50words,MALLAT,Phoneme,WordsSynonyms,DistalPhalanxTW,FaceAll,MiddlePhalanxTW,wafer,ProximalPhalanxTW,CinC_ECG_torso,ECG5000,Lighting7,uWaveGestureLibrary_Y,CBF,OliveOil,Gun_Point,FacesUCR,ProximalPhalanxOutlineAgeGroup,ShapesAll,Worms,WormsTwoClass,Cricket_Y,MedicalImages,ProximalPhalanxOutlineCorrect,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,PhalangesOutlinesCorrect,Cricket_Z,Lighting2,Cricket_X,ElectricDevices,uWaveGestureLibrary_X,InsectWingbeatSound,Meat,synthetic_control,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,RefrigerationDevices,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurfaceII,Earthquakes,Symbols,Computers,InlineSkate,MoteStrain,Beef,ItalyPowerDemand,ScreenType,ArrowHead,Coffee,ECGFiveDays,LargeKitchenAppliances,ToeSegmentation1,FordA,ToeSegmentation2,SmallKitchenAppliances,Two_Patterns,TwoLeadECG,FordB,HandOutlines,ECG200,OSULeaf,SonyAIBORobotSurface,Trace,ShapeletSim,BeetleFly,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
SwedishLeaf,ShapesAll,Adiac,FISH,Symbols,Phoneme,OSULeaf,DiatomSizeReduction,Car,Herring,Plane,NonInvasiveFatalECG_Thorax2,FaceFour,Cricket_Z,synthetic_control,NonInvasiveFatalECG_Thorax1,yoga,BirdChicken,BeetleFly,ShapeletSim,Cricket_X,Cricket_Y,Trace,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,ElectricDevices,uWaveGestureLibrary_X,Worms,SmallKitchenAppliances,RefrigerationDevices,InlineSkate,SonyAIBORobotSurface,ToeSegmentation2,ECG200,FacesUCR,ToeSegmentation1,CinC_ECG_torso,FordB,TwoLeadECG,Earthquakes,InsectWingbeatSound,DistalPhalanxTW,FaceAll,LargeKitchenAppliances,FordA,MoteStrain,MedicalImages,ECGFiveDays,ScreenType,SonyAIBORobotSurfaceII,ItalyPowerDemand,WordsSynonyms,50words,MiddlePhalanxTW,ProximalPhalanxTW,Lighting7,ECG5000,DistalPhalanxOutlineAgeGroup,Computers,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,MALLAT,ChlorineConcentration,DistalPhalanxOutlineCorrect,wafer,Ham,MiddlePhalanxOutlineCorrect,Lighting2,OliveOil,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines,Haptics,Two_Patterns
Symbols,SwedishLeaf,FISH,ShapesAll,Phoneme,Adiac,InsectWingbeatSound,uWaveGestureLibrary_Z,MedicalImages,InlineSkate,Cricket_Y,UWaveGestureLibraryAll,Cricket_X,FaceAll,Two_Patterns,uWaveGestureLibrary_X,OSULeaf,ElectricDevices,DistalPhalanxTW,Cricket_Z,DiatomSizeReduction,WordsSynonyms,uWaveGestureLibrary_Y,LargeKitchenAppliances,CinC_ECG_torso,ProximalPhalanxTW,Car,MiddlePhalanxTW,Lighting7,50words,ScreenType,SmallKitchenAppliances,DistalPhalanxOutlineAgeGroup,Worms,RefrigerationDevices,MALLAT,MiddlePhalanxOutlineAgeGroup,synthetic_control,ChlorineConcentration,ECG5000,FacesUCR,ProximalPhalanxOutlineAgeGroup,Plane,CBF,Trace,OliveOil,SonyAIBORobotSurface,NonInvasiveFatalECG_Thorax2,FordB,TwoLeadECG,ECG200,ToeSegmentation1,FordA,ToeSegmentation2,FaceFour,BeetleFly,MoteStrain,ECGFiveDays,SonyAIBORobotSurfaceII,ItalyPowerDemand,yoga,BirdChicken,ShapeletSim,NonInvasiveFatalECG_Thorax1,Computers,Herring,wafer,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,Meat,Earthquakes,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Beef,Gun_Point,Strawberry,ArrowHead,WormsTwoClass,Coffee,Wine,HandOutlines
ToeSegmentation1,Cricket_Y,InsectWingbeatSound,DistalPhalanxOutlineAgeGroup,Phoneme,LargeKitchenAppliances,FaceAll,ElectricDevices,ShapesAll,CinC_ECG_torso,InlineSkate,Computers,DistalPhalanxTW,uWaveGestureLibrary_X,FacesUCR,RefrigerationDevices,uWaveGestureLibrary_Y,ScreenType,UWaveGestureLibraryAll,FordA,Cricket_X,ECGFiveDays,ToeSegmentation2,Cricket_Z,SmallKitchenAppliances,ECG5000,ItalyPowerDemand,Symbols,uWaveGestureLibrary_Z,Lighting7,ProximalPhalanxTW,Two_Patterns,DistalPhalanxOutlineCorrect,MoteStrain,MiddlePhalanxTW,MedicalImages,synthetic_control,TwoLeadECG,Trace,ProximalPhalanxOutlineAgeGroup,Worms,CBF,Earthquakes,FordB,MiddlePhalanxOutlineAgeGroup,Adiac,ECG200,SonyAIBORobotSurfaceII,yoga,MiddlePhalanxOutlineCorrect,Ham,ChlorineConcentration,OSULeaf,Lighting2,50words,WordsSynonyms,SonyAIBORobotSurface,ProximalPhalanxOutlineCorrect,SwedishLeaf,PhalangesOutlinesCorrect,Car,MALLAT,ShapeletSim,Gun_Point,OliveOil,DiatomSizeReduction,BirdChicken,Strawberry,FISH,wafer,BeetleFly,WormsTwoClass,Meat,Plane,Beef,ArrowHead,Coffee,Wine,Haptics,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,HandOutlines
ToeSegmentation2,yoga,Phoneme,InlineSkate,SmallKitchenAppliances,Cricket_Z,ShapesAll,wafer,Adiac,UWaveGestureLibraryAll,Plane,Two_Patterns,LargeKitchenAppliances,uWaveGestureLibrary_Z,ElectricDevices,Cricket_X,DistalPhalanxTW,FordA,Cricket_Y,SwedishLeaf,CinC_ECG_torso,uWaveGestureLibrary_X,ToeSegmentation1,ShapeletSim,FaceAll,OSULeaf,synthetic_control,InsectWingbeatSound,DiatomSizeReduction,ScreenType,ECGFiveDays,TwoLeadECG,uWaveGestureLibrary_Y,Symbols,FordB,FacesUCR,BirdChicken,ItalyPowerDemand,ECG5000,Worms,Car,Trace,BeetleFly,MoteStrain,MiddlePhalanxTW,ProximalPhalanxTW,MedicalImages,Haptics,DistalPhalanxOutlineAgeGroup,Computers,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Lighting7,FISH,WordsSynonyms,RefrigerationDevices,SonyAIBORobotSurfaceII,ECG200,50words,Herring,SonyAIBORobotSurface,Earthquakes,MALLAT,ProximalPhalanxOutlineAgeGroup,OliveOil,DistalPhalanxOutlineCorrect,CBF,Ham,MiddlePhalanxOutlineCorrect,NonInvasiveFatalECG_Thorax2,Lighting2,FaceFour,Meat,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,NonInvasiveFatalECG_Thorax1,Beef,Gun_Point,ArrowHead,Strawberry,WormsTwoClass,Coffee,Wine
Trace,Cricket_Y,Cricket_Z,Cricket_X,ShapesAll,uWaveGestureLibrary_Y,uWaveGestureLibrary_Z,Phoneme,Worms,uWaveGestureLibrary_X,synthetic_control,SmallKitchenAppliances,ShapeletSim,UWaveGestureLibraryAll,BeetleFly,MoteStrain,ElectricDevices,BirdChicken,FacesUCR,Adiac,ECG200,SonyAIBORobotSurface,ToeSegmentation1,yoga,SonyAIBORobotSurfaceII,ToeSegmentation2,InlineSkate,Symbols,OSULeaf,CinC_ECG_torso,FordB,TwoLeadECG,SwedishLeaf,Two_Patterns,wafer,FordA,DiatomSizeReduction,Plane,ECGFiveDays,ItalyPowerDemand,LargeKitchenAppliances,DistalPhalanxTW,ECG5000,Car,FaceAll,RefrigerationDevices,InsectWingbeatSound,DistalPhalanxOutlineAgeGroup,ScreenType,Computers,FISH,ProximalPhalanxTW,Lighting7,MiddlePhalanxTW,MedicalImages,DistalPhalanxOutlineCorrect,Herring,Earthquakes,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,CBF,Ham,ChlorineConcentration,MiddlePhalanxOutlineCorrect,WordsSynonyms,50words,Lighting2,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,MALLAT,OliveOil,Gun_Point,NonInvasiveFatalECG_Thorax2,Strawberry,FaceFour,WormsTwoClass,Meat,NonInvasiveFatalECG_Thorax1,Haptics,Beef,ArrowHead,Coffee,Wine
TwoLeadECG,Phoneme,uWaveGestureLibrary_Z,Worms,Two_Patterns,FordB,Cricket_Y,Cricket_Z,UWaveGestureLibraryAll,Cricket_X,FordA,ECG200,ItalyPowerDemand,ECGFiveDays,SmallKitchenAppliances,Symbols,ElectricDevices,ECG5000,CinC_ECG_torso,ToeSegmentation2,InlineSkate,ShapesAll,OSULeaf,LargeKitchenAppliances,DistalPhalanxTW,uWaveGestureLibrary_Y,RefrigerationDevices,uWaveGestureLibrary_X,FacesUCR,SonyAIBORobotSurface,FaceAll,ToeSegmentation1,InsectWingbeatSound,DistalPhalanxOutlineAgeGroup,Computers,ScreenType,SonyAIBORobotSurfaceII,Lighting7,synthetic_control,ProximalPhalanxTW,DistalPhalanxOutlineCorrect,MoteStrain,MiddlePhalanxTW,MedicalImages,ProximalPhalanxOutlineAgeGroup,CBF,Earthquakes,MiddlePhalanxOutlineAgeGroup,Trace,MiddlePhalanxOutlineCorrect,Ham,ShapeletSim,ChlorineConcentration,Lighting2,BeetleFly,50words,WordsSynonyms,BirdChicken,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Adiac,MALLAT,Gun_Point,OliveOil,wafer,yoga,Strawberry,Plane,SwedishLeaf,WormsTwoClass,DiatomSizeReduction,Car,Meat,Haptics,FISH,Beef,Herring,ArrowHead,Coffee,Wine,NonInvasiveFatalECG_Thorax2,HandOutlines,FaceFour
Two_Patterns,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Phoneme,Cricket_Z,Cricket_X,FordA,SmallKitchenAppliances,TwoLeadECG,Cricket_Y,FordB,Symbols,ElectricDevices,ECGFiveDays,Worms,ItalyPowerDemand,InlineSkate,CinC_ECG_torso,ShapesAll,LargeKitchenAppliances,DistalPhalanxTW,ECG5000,ECG200,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,FaceAll,InsectWingbeatSound,RefrigerationDevices,SonyAIBORobotSurface,DistalPhalanxOutlineAgeGroup,ScreenType,ToeSegmentation2,Computers,FacesUCR,ToeSegmentation1,ProximalPhalanxTW,OSULeaf,Lighting7,MiddlePhalanxTW,MedicalImages,DistalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,MoteStrain,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,synthetic_control,Ham,MiddlePhalanxOutlineCorrect,ChlorineConcentration,Trace,50words,Lighting2,WordsSynonyms,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Earthquakes,ShapeletSim,MALLAT,BeetleFly,Gun_Point,OliveOil,BirdChicken,Adiac,Strawberry,wafer,yoga,WormsTwoClass,Meat,DiatomSizeReduction,Plane,Car,Beef,FISH,ArrowHead,Coffee,Wine,Herring,HandOutlines,NonInvasiveFatalECG_Thorax2,FaceFour,Haptics,NonInvasiveFatalECG_Thorax1,CBF
UWaveGestureLibraryAll,Phoneme,Two_Patterns,uWaveGestureLibrary_Z,50words,Cricket_Z,Cricket_Y,ShapesAll,WordsSynonyms,Cricket_X,InlineSkate,ElectricDevices,uWaveGestureLibrary_X,FaceAll,CinC_ECG_torso,DistalPhalanxTW,LargeKitchenAppliances,InsectWingbeatSound,SmallKitchenAppliances,uWaveGestureLibrary_Y,MedicalImages,Worms,Symbols,MiddlePhalanxTW,ScreenType,Lighting7,ProximalPhalanxTW,FordB,ECG5000,TwoLeadECG,FordA,DistalPhalanxOutlineAgeGroup,ECGFiveDays,FacesUCR,ECG200,ItalyPowerDemand,SonyAIBORobotSurface,MALLAT,synthetic_control,Computers,MiddlePhalanxOutlineAgeGroup,Trace,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,RefrigerationDevices,CBF,SonyAIBORobotSurfaceII,DistalPhalanxOutlineCorrect,Ham,Adiac,MoteStrain,MiddlePhalanxOutlineCorrect,Lighting2,OliveOil,ToeSegmentation1,PhalangesOutlinesCorrect,OSULeaf,ProximalPhalanxOutlineCorrect,ToeSegmentation2,Gun_Point,SwedishLeaf,Strawberry,wafer,yoga,ShapeletSim,WormsTwoClass,Meat,DiatomSizeReduction,BirdChicken,Car,FISH,BeetleFly,Beef,Earthquakes,Plane,ArrowHead,Coffee,Wine,Herring,NonInvasiveFatalECG_Thorax2,HandOutlines,NonInvasiveFatalECG_Thorax1,FaceFour
Wine,Coffee,ArrowHead,FacesUCR,Beef,Phoneme,50words,ECG5000,MedicalImages,WordsSynonyms,HandOutlines,Meat,synthetic_control,uWaveGestureLibrary_Y,Worms,WormsTwoClass,Cricket_Y,FaceAll,Lighting7,wafer,MALLAT,DistalPhalanxTW,MiddlePhalanxTW,ProximalPhalanxTW,CinC_ECG_torso,CBF,OliveOil,Gun_Point,ProximalPhalanxOutlineAgeGroup,ShapesAll,ProximalPhalanxOutlineCorrect,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,PhalangesOutlinesCorrect,Cricket_Z,Lighting2,Cricket_X,ElectricDevices,uWaveGestureLibrary_X,InsectWingbeatSound,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,RefrigerationDevices,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurfaceII,Earthquakes,Symbols,Computers,InlineSkate,MoteStrain,ItalyPowerDemand,ScreenType,ECGFiveDays,LargeKitchenAppliances,ToeSegmentation1,FordA,ToeSegmentation2,SmallKitchenAppliances,Two_Patterns,TwoLeadECG,FordB,ECG200,OSULeaf,SonyAIBORobotSurface,Trace,ShapeletSim,BeetleFly,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
WordsSynonyms,FaceAll,MALLAT,Lighting7,Phoneme,FacesUCR,MedicalImages,Cricket_X,OliveOil,ProximalPhalanxTW,ShapesAll,MiddlePhalanxTW,InsectWingbeatSound,CBF,ProximalPhalanxOutlineAgeGroup,ChlorineConcentration,Strawberry,Gun_Point,DistalPhalanxTW,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,ECG5000,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,WormsTwoClass,Cricket_Y,Meat,DistalPhalanxOutlineAgeGroup,ElectricDevices,Cricket_Z,InlineSkate,Lighting2,ScreenType,CinC_ECG_torso,Beef,synthetic_control,UWaveGestureLibraryAll,MiddlePhalanxOutlineCorrect,Ham,uWaveGestureLibrary_Z,LargeKitchenAppliances,DistalPhalanxOutlineCorrect,Two_Patterns,Symbols,Worms,RefrigerationDevices,Computers,ArrowHead,Coffee,Wine,ItalyPowerDemand,ECGFiveDays,SmallKitchenAppliances,FordA,TwoLeadECG,FordB,HandOutlines,Trace,SonyAIBORobotSurfaceII,SonyAIBORobotSurface,ECG200,MoteStrain,ToeSegmentation1,wafer,Adiac,ToeSegmentation2,OSULeaf,SwedishLeaf,yoga,Car,ShapeletSim,DiatomSizeReduction,FISH,BirdChicken,BeetleFly,Earthquakes,Herring,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Haptics
Worms,50words,Phoneme,ShapesAll,WordsSynonyms,uWaveGestureLibrary_Z,Cricket_Z,MALLAT,Cricket_Y,UWaveGestureLibraryAll,Cricket_X,FaceAll,Two_Patterns,InlineSkate,ElectricDevices,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,MedicalImages,FacesUCR,Trace,Lighting7,DistalPhalanxTW,InsectWingbeatSound,CinC_ECG_torso,ProximalPhalanxTW,MiddlePhalanxTW,synthetic_control,LargeKitchenAppliances,Symbols,ScreenType,ECG5000,SmallKitchenAppliances,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,OliveOil,CBF,Beef,Adiac,OSULeaf,RefrigerationDevices,Meat,SwedishLeaf,FordB,TwoLeadECG,FordA,ECG200,ECGFiveDays,ItalyPowerDemand,Computers,SonyAIBORobotSurface,Ham,PhalangesOutlinesCorrect,Gun_Point,Lighting2,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineCorrect,ProximalPhalanxOutlineCorrect,Strawberry,ArrowHead,SonyAIBORobotSurfaceII,MoteStrain,Car,DiatomSizeReduction,ToeSegmentation1,FISH,ToeSegmentation2,wafer,ShapeletSim,Coffee,Plane,Wine,Earthquakes,yoga,BirdChicken,BeetleFly,HandOutlines,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour,Herring,Haptics
WormsTwoClass,50words,WordsSynonyms,FacesUCR,Phoneme,FaceAll,Meat,Cricket_Y,uWaveGestureLibrary_Y,synthetic_control,Lighting7,ECG5000,wafer,MALLAT,Strawberry,DistalPhalanxTW,MedicalImages,MiddlePhalanxTW,OliveOil,ProximalPhalanxTW,CinC_ECG_torso,CBF,Gun_Point,ProximalPhalanxOutlineAgeGroup,ShapesAll,Beef,ProximalPhalanxOutlineCorrect,ArrowHead,Coffee,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,PhalangesOutlinesCorrect,Cricket_Z,Wine,Cricket_X,Lighting2,ElectricDevices,uWaveGestureLibrary_X,InsectWingbeatSound,MiddlePhalanxOutlineCorrect,ChlorineConcentration,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,RefrigerationDevices,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurfaceII,Earthquakes,Symbols,Computers,HandOutlines,InlineSkate,MoteStrain,ScreenType,ItalyPowerDemand,ECGFiveDays,LargeKitchenAppliances,ToeSegmentation1,FordA,ToeSegmentation2,Two_Patterns,SmallKitchenAppliances,TwoLeadECG,FordB,ECG200,OSULeaf,SonyAIBORobotSurface,Trace,ShapeletSim,BeetleFly,BirdChicken,Adiac,yoga,Plane,SwedishLeaf,DiatomSizeReduction,Car,Haptics,FISH,Herring,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1
synthetic_control,ShapesAll,50words,Phoneme,WordsSynonyms,Cricket_Z,Adiac,Cricket_X,MedicalImages,FacesUCR,Cricket_Y,uWaveGestureLibrary_Y,Trace,InsectWingbeatSound,FaceAll,Lighting7,uWaveGestureLibrary_X,SwedishLeaf,MALLAT,uWaveGestureLibrary_Z,ProximalPhalanxTW,UWaveGestureLibraryAll,ElectricDevices,MiddlePhalanxTW,Worms,DistalPhalanxTW,OSULeaf,InlineSkate,OliveOil,Symbols,Car,FISH,CinC_ECG_torso,DiatomSizeReduction,SmallKitchenAppliances,Two_Patterns,ECG5000,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,yoga,ProximalPhalanxOutlineAgeGroup,CBF,LargeKitchenAppliances,DistalPhalanxOutlineAgeGroup,ShapeletSim,RefrigerationDevices,ScreenType,SonyAIBORobotSurface,Beef,ECG200,BirdChicken,SonyAIBORobotSurfaceII,MoteStrain,ToeSegmentation1,ToeSegmentation2,FordB,TwoLeadECG,Plane,BeetleFly,ItalyPowerDemand,Computers,ECGFiveDays,FordA,DistalPhalanxOutlineCorrect,Meat,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Earthquakes,Gun_Point,wafer,Strawberry,ArrowHead,NonInvasiveFatalECG_Thorax2,WormsTwoClass,Herring,NonInvasiveFatalECG_Thorax1,FaceFour,Coffee,Wine,HandOutlines
uWaveGestureLibrary_X,InsectWingbeatSound,Phoneme,FaceAll,ShapesAll,Cricket_X,InlineSkate,ElectricDevices,50words,WordsSynonyms,MedicalImages,Cricket_Y,DistalPhalanxTW,Cricket_Z,Lighting7,ProximalPhalanxTW,ScreenType,MiddlePhalanxTW,UWaveGestureLibraryAll,LargeKitchenAppliances,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,CinC_ECG_torso,Two_Patterns,ProximalPhalanxOutlineAgeGroup,MALLAT,Symbols,CBF,ECG5000,FacesUCR,SmallKitchenAppliances,Computers,synthetic_control,Worms,ECGFiveDays,ItalyPowerDemand,RefrigerationDevices,FordA,DistalPhalanxOutlineCorrect,OliveOil,Ham,TwoLeadECG,FordB,MiddlePhalanxOutlineCorrect,Trace,ECG200,SonyAIBORobotSurface,Lighting2,SonyAIBORobotSurfaceII,Adiac,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,MoteStrain,OSULeaf,ToeSegmentation1,Gun_Point,SwedishLeaf,Meat,Strawberry,ToeSegmentation2,wafer,WormsTwoClass,Beef,FISH,ShapeletSim,yoga,Car,ArrowHead,DiatomSizeReduction,BirdChicken,BeetleFly,Earthquakes,Plane,Coffee,Wine,Herring,HandOutlines,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour,Haptics,uWaveGestureLibrary_Z
uWaveGestureLibrary_Y,50words,Phoneme,InsectWingbeatSound,ShapesAll,FaceAll,Cricket_Z,Cricket_X,Cricket_Y,WordsSynonyms,InlineSkate,DistalPhalanxTW,MedicalImages,FacesUCR,ElectricDevices,MiddlePhalanxTW,UWaveGestureLibraryAll,Lighting7,ProximalPhalanxTW,MALLAT,Two_Patterns,synthetic_control,CinC_ECG_torso,Trace,ECG5000,LargeKitchenAppliances,Worms,OliveOil,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Symbols,ScreenType,CBF,ProximalPhalanxOutlineAgeGroup,SmallKitchenAppliances,Adiac,DistalPhalanxOutlineCorrect,Ham,RefrigerationDevices,Computers,MiddlePhalanxOutlineCorrect,ItalyPowerDemand,ECGFiveDays,Lighting2,PhalangesOutlinesCorrect,FordA,ProximalPhalanxOutlineCorrect,Beef,SonyAIBORobotSurface,FordB,TwoLeadECG,OSULeaf,ECG200,SonyAIBORobotSurfaceII,Meat,Gun_Point,MoteStrain,SwedishLeaf,Strawberry,ToeSegmentation1,ToeSegmentation2,FISH,WormsTwoClass,DiatomSizeReduction,Car,ArrowHead,wafer,ShapeletSim,yoga,BirdChicken,BeetleFly,Plane,Coffee,Wine,Earthquakes,HandOutlines,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Herring,FaceFour,Haptics,uWaveGestureLibrary_Z
uWaveGestureLibrary_Z,Phoneme,50words,UWaveGestureLibraryAll,Two_Patterns,Cricket_Z,Cricket_Y,ShapesAll,WordsSynonyms,Cricket_X,InlineSkate,ElectricDevices,CinC_ECG_torso,Worms,FaceAll,DistalPhalanxTW,LargeKitchenAppliances,SmallKitchenAppliances,SonyAIBORobotSurface,Symbols,InsectWingbeatSound,FordB,TwoLeadECG,ECG200,Trace,MedicalImages,ProximalPhalanxTW,Lighting7,ScreenType,MiddlePhalanxTW,FacesUCR,synthetic_control,FordA,ECG5000,ECGFiveDays,DistalPhalanxOutlineAgeGroup,ItalyPowerDemand,MiddlePhalanxOutlineAgeGroup,Computers,ChlorineConcentration,SonyAIBORobotSurfaceII,MALLAT,ProximalPhalanxOutlineAgeGroup,MoteStrain,RefrigerationDevices,CBF,DistalPhalanxOutlineCorrect,Ham,ToeSegmentation1,MiddlePhalanxOutlineCorrect,Adiac,ToeSegmentation2,OliveOil,OSULeaf,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,yoga,SwedishLeaf,Gun_Point,ShapeletSim,wafer,Strawberry,Car,DiatomSizeReduction,BirdChicken,Meat,BeetleFly,FISH,WormsTwoClass,Earthquakes,Beef,Plane,ArrowHead,Herring,Coffee,Wine,NonInvasiveFatalECG_Thorax2,HandOutlines,FaceFour,NonInvasiveFatalECG_Thorax1,Haptics,uWaveGestureLibrary_Y
wafer,ShapesAll,50words,FaceAll,WordsSynonyms,ECG5000,Lighting7,MALLAT,Strawberry,uWaveGestureLibrary_Y,Phoneme,DistalPhalanxTW,MiddlePhalanxTW,yoga,WormsTwoClass,Cricket_Y,ProximalPhalanxTW,CinC_ECG_torso,CBF,OliveOil,Gun_Point,FacesUCR,ProximalPhalanxOutlineAgeGroup,Worms,Cricket_Z,MedicalImages,ProximalPhalanxOutlineCorrect,uWaveGestureLibrary_Z,Adiac,Meat,UWaveGestureLibraryAll,PhalangesOutlinesCorrect,synthetic_control,Lighting2,Cricket_X,ElectricDevices,uWaveGestureLibrary_X,InsectWingbeatSound,Trace,SwedishLeaf,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,RefrigerationDevices,Car,DistalPhalanxOutlineCorrect,Ham,SonyAIBORobotSurfaceII,Beef,Earthquakes,Symbols,OSULeaf,Computers,ArrowHead,InlineSkate,MoteStrain,Coffee,DiatomSizeReduction,ShapeletSim,Wine,ItalyPowerDemand,ScreenType,FISH,ECGFiveDays,BirdChicken,LargeKitchenAppliances,ToeSegmentation1,FordA,BeetleFly,ToeSegmentation2,SmallKitchenAppliances,Two_Patterns,HandOutlines,TwoLeadECG,FordB,ECG200,SonyAIBORobotSurface,Plane,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
