,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
SonyAIBORobotSurfaceII,MedicalImages,InsectWingbeatSound,ShapesAll,MiddlePhalanxTW,Phoneme,Cricket_Y,Cricket_X,ProximalPhalanxTW,uWaveGestureLibrary_X,FaceAll,uWaveGestureLibrary_Z,Lighting7,Trace,WordsSynonyms,uWaveGestureLibrary_Y,Cricket_Z,synthetic_control,50words,DistalPhalanxTW,ElectricDevices,UWaveGestureLibraryAll,Worms,InlineSkate,MALLAT,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,SmallKitchenAppliances,Symbols,ChlorineConcentration,CinC_ECG_torso,ProximalPhalanxOutlineAgeGroup,Two_Patterns,ScreenType,FacesUCR,CBF,LargeKitchenAppliances,OliveOil,ECG5000,Ham,Computers,ECG200,DistalPhalanxOutlineCorrect,ECGFiveDays,ItalyPowerDemand,FordA,SonyAIBORobotSurface,TwoLeadECG,FordB,Adiac,MiddlePhalanxOutlineCorrect,OSULeaf,RefrigerationDevices,MoteStrain,Lighting2,PhalangesOutlinesCorrect,SwedishLeaf,ProximalPhalanxOutlineCorrect,ToeSegmentation1,Car,DiatomSizeReduction,ToeSegmentation2,Gun_Point,Beef,FISH,Strawberry,ShapeletSim,wafer,Meat,Plane,yoga,BirdChicken,BeetleFly,Earthquakes,WormsTwoClass,ArrowHead,FaceFour,NonInvasiveFatalECG_Thorax2,Coffee,NonInvasiveFatalECG_Thorax1,Wine,Herring,HandOutlines
Strawberry,50words,WordsSynonyms,MALLAT,Phoneme,FaceAll,OliveOil,Lighting7,Gun_Point,ProximalPhalanxTW,ShapesAll,FacesUCR,WormsTwoClass,uWaveGestureLibrary_Y,MiddlePhalanxTW,CBF,MedicalImages,ProximalPhalanxOutlineCorrect,DistalPhalanxTW,Cricket_X,Meat,ProximalPhalanxOutlineAgeGroup,PhalangesOutlinesCorrect,ECG5000,InsectWingbeatSound,ChlorineConcentration,Lighting2,MiddlePhalanxOutlineAgeGroup,Cricket_Z,uWaveGestureLibrary_X,synthetic_control,Cricket_Y,CinC_ECG_torso,MiddlePhalanxOutlineCorrect,DistalPhalanxOutlineAgeGroup,ElectricDevices,UWaveGestureLibraryAll,Ham,Beef,uWaveGestureLibrary_Z,DistalPhalanxOutlineCorrect,Worms,ScreenType,InlineSkate,ArrowHead,RefrigerationDevices,LargeKitchenAppliances,Symbols,Computers,Coffee,Two_Patterns,ItalyPowerDemand,ECGFiveDays,wafer,SonyAIBORobotSurfaceII,SmallKitchenAppliances,FordA,MoteStrain,TwoLeadECG,FordB,HandOutlines,Trace,ECG200,ToeSegmentation1,SonyAIBORobotSurface,OSULeaf,ToeSegmentation2,Earthquakes,Adiac,SwedishLeaf,Car,DiatomSizeReduction,ShapeletSim,FISH,yoga,BirdChicken,BeetleFly,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,Herring,NonInvasiveFatalECG_Thorax1,Haptics
SwedishLeaf,ShapesAll,Adiac,FISH,DiatomSizeReduction,Phoneme,Symbols,OSULeaf,Herring,Car,Earthquakes,Plane,RefrigerationDevices,BeetleFly,Haptics,BirdChicken,NonInvasiveFatalECG_Thorax2,synthetic_control,FaceFour,ShapeletSim,yoga,Cricket_Z,NonInvasiveFatalECG_Thorax1,ToeSegmentation2,Cricket_X,wafer,Trace,Cricket_Y,uWaveGestureLibrary_Y,ToeSegmentation1,ElectricDevices,UWaveGestureLibraryAll,uWaveGestureLibrary_X,FacesUCR,uWaveGestureLibrary_Z,Worms,SmallKitchenAppliances,MoteStrain,ECG200,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,InlineSkate,CinC_ECG_torso,FordB,TwoLeadECG,LargeKitchenAppliances,DistalPhalanxTW,FordA,FaceAll,InsectWingbeatSound,ECGFiveDays,ItalyPowerDemand,ScreenType,ECG5000,MedicalImages,ProximalPhalanxTW,MiddlePhalanxTW,DistalPhalanxOutlineAgeGroup,Computers,Lighting7,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,WordsSynonyms,DistalPhalanxOutlineCorrect,50words,ProximalPhalanxOutlineAgeGroup,Ham,MiddlePhalanxOutlineCorrect,MALLAT,Lighting2,OliveOil,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines,Two_Patterns
Symbols,FISH,SwedishLeaf,ShapesAll,InsectWingbeatSound,Phoneme,Adiac,InlineSkate,MedicalImages,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,FaceAll,Two_Patterns,Cricket_Y,Cricket_X,DistalPhalanxTW,Cricket_Z,uWaveGestureLibrary_X,ElectricDevices,MiddlePhalanxTW,OSULeaf,DiatomSizeReduction,uWaveGestureLibrary_Y,CinC_ECG_torso,Lighting7,ScreenType,ProximalPhalanxTW,RefrigerationDevices,LargeKitchenAppliances,WordsSynonyms,Car,50words,SmallKitchenAppliances,DistalPhalanxOutlineAgeGroup,FordA,ECGFiveDays,Worms,TwoLeadECG,FordB,ItalyPowerDemand,ECG5000,MiddlePhalanxOutlineAgeGroup,Computers,FacesUCR,ChlorineConcentration,MALLAT,ProximalPhalanxOutlineAgeGroup,synthetic_control,CBF,SonyAIBORobotSurface,ECG200,DistalPhalanxOutlineCorrect,Plane,Ham,Trace,Herring,SonyAIBORobotSurfaceII,MiddlePhalanxOutlineCorrect,ToeSegmentation2,OliveOil,MoteStrain,ToeSegmentation1,Lighting2,PhalangesOutlinesCorrect,FaceFour,Earthquakes,ProximalPhalanxOutlineCorrect,BeetleFly,BirdChicken,yoga,NonInvasiveFatalECG_Thorax2,ShapeletSim,Gun_Point,wafer,NonInvasiveFatalECG_Thorax1,Strawberry,Meat,WormsTwoClass,Beef,ArrowHead,Coffee,Wine,HandOutlines
ToeSegmentation1,ElectricDevices,Phoneme,Cricket_Y,InlineSkate,LargeKitchenAppliances,FaceAll,ShapesAll,DistalPhalanxTW,uWaveGestureLibrary_X,InsectWingbeatSound,ScreenType,uWaveGestureLibrary_Y,Cricket_X,Cricket_Z,UWaveGestureLibraryAll,CinC_ECG_torso,uWaveGestureLibrary_Z,DistalPhalanxOutlineAgeGroup,Two_Patterns,ProximalPhalanxTW,MiddlePhalanxTW,Symbols,MedicalImages,Lighting7,synthetic_control,MiddlePhalanxOutlineAgeGroup,Trace,ChlorineConcentration,FacesUCR,SmallKitchenAppliances,Adiac,ECG5000,ProximalPhalanxOutlineAgeGroup,Worms,CBF,WordsSynonyms,50words,OSULeaf,RefrigerationDevices,MALLAT,SwedishLeaf,OliveOil,ECG200,FordA,SonyAIBORobotSurface,TwoLeadECG,FordB,ToeSegmentation2,Car,MoteStrain,ECGFiveDays,ItalyPowerDemand,yoga,DiatomSizeReduction,FISH,Computers,SonyAIBORobotSurfaceII,ShapeletSim,DistalPhalanxOutlineCorrect,Meat,BirdChicken,Ham,BeetleFly,MiddlePhalanxOutlineCorrect,Earthquakes,Lighting2,wafer,PhalangesOutlinesCorrect,Beef,Plane,ProximalPhalanxOutlineCorrect,ArrowHead,Gun_Point,Strawberry,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,WormsTwoClass,FaceFour,Coffee,Wine,HandOutlines
ToeSegmentation2,Phoneme,ShapesAll,InlineSkate,Cricket_Z,Two_Patterns,UWaveGestureLibraryAll,ElectricDevices,Cricket_Y,uWaveGestureLibrary_Z,Adiac,uWaveGestureLibrary_X,DistalPhalanxTW,Cricket_X,SwedishLeaf,FaceAll,synthetic_control,InsectWingbeatSound,uWaveGestureLibrary_Y,SmallKitchenAppliances,OSULeaf,Car,DiatomSizeReduction,CinC_ECG_torso,Trace,Symbols,MedicalImages,MiddlePhalanxTW,LargeKitchenAppliances,ProximalPhalanxTW,Worms,Lighting7,FacesUCR,FISH,WordsSynonyms,ScreenType,50words,TwoLeadECG,FordB,FordA,Plane,ToeSegmentation1,ECG5000,SonyAIBORobotSurface,ECG200,yoga,MALLAT,DistalPhalanxOutlineAgeGroup,RefrigerationDevices,ECGFiveDays,ItalyPowerDemand,ShapeletSim,MoteStrain,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,SonyAIBORobotSurfaceII,Computers,ProximalPhalanxOutlineAgeGroup,BirdChicken,OliveOil,CBF,BeetleFly,wafer,DistalPhalanxOutlineCorrect,Ham,FaceFour,NonInvasiveFatalECG_Thorax2,MiddlePhalanxOutlineCorrect,Earthquakes,Lighting2,PhalangesOutlinesCorrect,Beef,NonInvasiveFatalECG_Thorax1,ProximalPhalanxOutlineCorrect,Herring,Gun_Point,Meat,Strawberry,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines
Trace,Cricket_Z,Cricket_Y,Cricket_X,ShapesAll,Phoneme,uWaveGestureLibrary_Y,synthetic_control,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,Worms,UWaveGestureLibraryAll,ElectricDevices,SonyAIBORobotSurface,Adiac,ECG200,SmallKitchenAppliances,ShapeletSim,yoga,Two_Patterns,InlineSkate,SwedishLeaf,OSULeaf,CinC_ECG_torso,FordB,FacesUCR,TwoLeadECG,Symbols,LargeKitchenAppliances,DistalPhalanxTW,Car,BirdChicken,ToeSegmentation2,ToeSegmentation1,DiatomSizeReduction,MoteStrain,BeetleFly,FaceAll,FordA,InsectWingbeatSound,ScreenType,SonyAIBORobotSurfaceII,RefrigerationDevices,FISH,ProximalPhalanxTW,ECGFiveDays,MedicalImages,DistalPhalanxOutlineAgeGroup,MiddlePhalanxTW,ItalyPowerDemand,Lighting7,ECG5000,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,WordsSynonyms,50words,Computers,CBF,Plane,MALLAT,DistalPhalanxOutlineCorrect,Earthquakes,OliveOil,Ham,Herring,wafer,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,FaceFour,ProximalPhalanxOutlineCorrect,NonInvasiveFatalECG_Thorax2,Gun_Point,Meat,NonInvasiveFatalECG_Thorax1,Strawberry,Beef,ArrowHead,WormsTwoClass,Coffee,Wine,HandOutlines
TwoLeadECG,Phoneme,Two_Patterns,Cricket_Y,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,FordB,Cricket_Z,Worms,InlineSkate,Cricket_X,CinC_ECG_torso,SmallKitchenAppliances,Symbols,FordA,ElectricDevices,ShapesAll,LargeKitchenAppliances,DistalPhalanxTW,ECG200,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,SonyAIBORobotSurface,FaceAll,ECGFiveDays,ItalyPowerDemand,InsectWingbeatSound,ScreenType,ECG5000,DistalPhalanxOutlineAgeGroup,ProximalPhalanxTW,MiddlePhalanxTW,MedicalImages,Computers,Lighting7,FacesUCR,Trace,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,synthetic_control,ChlorineConcentration,SonyAIBORobotSurfaceII,ProximalPhalanxOutlineAgeGroup,ToeSegmentation1,ToeSegmentation2,MoteStrain,CBF,WordsSynonyms,50words,DistalPhalanxOutlineCorrect,OSULeaf,Ham,MALLAT,MiddlePhalanxOutlineCorrect,OliveOil,Lighting2,Adiac,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ShapeletSim,SwedishLeaf,Gun_Point,yoga,BirdChicken,BeetleFly,wafer,Earthquakes,Meat,Car,DiatomSizeReduction,Strawberry,FISH,WormsTwoClass,Beef,Plane,ArrowHead,Herring,Coffee,FaceFour,NonInvasiveFatalECG_Thorax2,Wine,NonInvasiveFatalECG_Thorax1,HandOutlines
Two_Patterns,Phoneme,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Cricket_Z,Cricket_Y,TwoLeadECG,FordB,SmallKitchenAppliances,Cricket_X,InlineSkate,FordA,CinC_ECG_torso,LargeKitchenAppliances,ElectricDevices,DistalPhalanxTW,Symbols,uWaveGestureLibrary_X,Worms,ShapesAll,FaceAll,uWaveGestureLibrary_Y,ECGFiveDays,InsectWingbeatSound,ScreenType,ItalyPowerDemand,ECG200,SonyAIBORobotSurface,ECG5000,ProximalPhalanxTW,DistalPhalanxOutlineAgeGroup,MiddlePhalanxTW,MedicalImages,Computers,Lighting7,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,RefrigerationDevices,Trace,synthetic_control,ProximalPhalanxOutlineAgeGroup,SonyAIBORobotSurfaceII,FacesUCR,WordsSynonyms,50words,DistalPhalanxOutlineCorrect,MoteStrain,Ham,MALLAT,MiddlePhalanxOutlineCorrect,ToeSegmentation1,OliveOil,ToeSegmentation2,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,OSULeaf,Adiac,Gun_Point,Meat,ShapeletSim,Strawberry,wafer,yoga,Car,DiatomSizeReduction,BirdChicken,WormsTwoClass,Beef,BeetleFly,FISH,Earthquakes,ArrowHead,Plane,Coffee,Wine,Herring,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,HandOutlines,Haptics,CBF
UWaveGestureLibraryAll,Phoneme,Two_Patterns,uWaveGestureLibrary_Z,50words,Cricket_Z,WordsSynonyms,Cricket_Y,ShapesAll,Cricket_X,ElectricDevices,InlineSkate,FaceAll,SmallKitchenAppliances,DistalPhalanxTW,LargeKitchenAppliances,CinC_ECG_torso,uWaveGestureLibrary_X,FordA,TwoLeadECG,FordB,InsectWingbeatSound,Symbols,uWaveGestureLibrary_Y,Worms,MedicalImages,ECGFiveDays,MiddlePhalanxTW,ScreenType,Lighting7,SonyAIBORobotSurface,ProximalPhalanxTW,ItalyPowerDemand,DistalPhalanxOutlineAgeGroup,FacesUCR,MALLAT,ECG5000,ECG200,Computers,synthetic_control,MiddlePhalanxOutlineAgeGroup,RefrigerationDevices,ProximalPhalanxOutlineAgeGroup,CBF,Trace,DistalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,ChlorineConcentration,Ham,MoteStrain,MiddlePhalanxOutlineCorrect,Adiac,OSULeaf,Lighting2,ToeSegmentation1,OliveOil,PhalangesOutlinesCorrect,ToeSegmentation2,ProximalPhalanxOutlineCorrect,Gun_Point,SwedishLeaf,Strawberry,wafer,ShapeletSim,yoga,Earthquakes,WormsTwoClass,BirdChicken,BeetleFly,FISH,Meat,Car,DiatomSizeReduction,Beef,Plane,ArrowHead,Coffee,Wine,Herring,NonInvasiveFatalECG_Thorax2,HandOutlines,NonInvasiveFatalECG_Thorax1,FaceFour
Wine,Coffee,ArrowHead,Beef,FacesUCR,Phoneme,50words,WordsSynonyms,Meat,HandOutlines,ECG5000,FaceAll,uWaveGestureLibrary_Y,MedicalImages,WormsTwoClass,MALLAT,Worms,Lighting7,OliveOil,synthetic_control,ProximalPhalanxTW,ShapesAll,MiddlePhalanxTW,CBF,DistalPhalanxTW,Cricket_X,ProximalPhalanxOutlineAgeGroup,Cricket_Y,Gun_Point,InsectWingbeatSound,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_X,CinC_ECG_torso,Cricket_Z,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,ElectricDevices,PhalangesOutlinesCorrect,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Lighting2,ScreenType,InlineSkate,MiddlePhalanxOutlineCorrect,LargeKitchenAppliances,Symbols,Ham,DistalPhalanxOutlineCorrect,Two_Patterns,RefrigerationDevices,Computers,SmallKitchenAppliances,ItalyPowerDemand,wafer,ECGFiveDays,SonyAIBORobotSurfaceII,FordA,Trace,MoteStrain,TwoLeadECG,FordB,OSULeaf,ECG200,ToeSegmentation1,SonyAIBORobotSurface,Adiac,ToeSegmentation2,Earthquakes,SwedishLeaf,Car,DiatomSizeReduction,FISH,ShapeletSim,Plane,yoga,BirdChicken,BeetleFly,FaceFour,NonInvasiveFatalECG_Thorax2,Haptics,NonInvasiveFatalECG_Thorax1,Herring
WordsSynonyms,MALLAT,FaceAll,Lighting7,Phoneme,Cricket_X,FacesUCR,OliveOil,ProximalPhalanxTW,PhalangesOutlinesCorrect,MedicalImages,ShapesAll,ProximalPhalanxOutlineCorrect,Lighting2,Gun_Point,ChlorineConcentration,MiddlePhalanxTW,InsectWingbeatSound,CBF,ProximalPhalanxOutlineAgeGroup,Cricket_Z,Strawberry,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,uWaveGestureLibrary_X,Meat,uWaveGestureLibrary_Y,DistalPhalanxTW,DistalPhalanxOutlineAgeGroup,Ham,synthetic_control,CinC_ECG_torso,WormsTwoClass,ECG5000,DistalPhalanxOutlineCorrect,Worms,UWaveGestureLibraryAll,wafer,Cricket_Y,ElectricDevices,uWaveGestureLibrary_Z,Beef,ScreenType,InlineSkate,Computers,RefrigerationDevices,LargeKitchenAppliances,Symbols,SonyAIBORobotSurfaceII,ItalyPowerDemand,ECGFiveDays,ArrowHead,Earthquakes,Two_Patterns,FordA,SmallKitchenAppliances,MoteStrain,Coffee,Wine,TwoLeadECG,FordB,ToeSegmentation1,SonyAIBORobotSurface,ECG200,ToeSegmentation2,HandOutlines,OSULeaf,Trace,ShapeletSim,BeetleFly,Adiac,yoga,BirdChicken,SwedishLeaf,DiatomSizeReduction,Car,Plane,FISH,Herring,Haptics,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1
Worms,50words,Phoneme,ShapesAll,MALLAT,WordsSynonyms,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Cricket_Z,Cricket_X,Cricket_Y,FaceAll,Two_Patterns,InlineSkate,ElectricDevices,CinC_ECG_torso,uWaveGestureLibrary_Y,Lighting7,uWaveGestureLibrary_X,MedicalImages,Trace,FacesUCR,DistalPhalanxTW,ProximalPhalanxTW,Symbols,InsectWingbeatSound,synthetic_control,MiddlePhalanxTW,LargeKitchenAppliances,SmallKitchenAppliances,ECG5000,ScreenType,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,CBF,ChlorineConcentration,OliveOil,ECGFiveDays,FordA,Computers,ItalyPowerDemand,FordB,TwoLeadECG,ECG200,Beef,SonyAIBORobotSurface,RefrigerationDevices,DistalPhalanxOutlineCorrect,Ham,Adiac,MiddlePhalanxOutlineCorrect,Meat,Lighting2,MoteStrain,ArrowHead,SonyAIBORobotSurfaceII,ToeSegmentation1,PhalangesOutlinesCorrect,OSULeaf,ProximalPhalanxOutlineCorrect,ToeSegmentation2,Gun_Point,Strawberry,SwedishLeaf,wafer,ShapeletSim,Car,FISH,DiatomSizeReduction,yoga,BirdChicken,BeetleFly,Coffee,Wine,Earthquakes,HandOutlines,Plane,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour,Haptics
WormsTwoClass,50words,WordsSynonyms,FacesUCR,FaceAll,Meat,Phoneme,uWaveGestureLibrary_Y,MALLAT,Strawberry,OliveOil,Lighting7,ECG5000,MedicalImages,Beef,ProximalPhalanxTW,Gun_Point,synthetic_control,ShapesAll,MiddlePhalanxTW,CBF,ArrowHead,Cricket_X,DistalPhalanxTW,Cricket_Y,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,InsectWingbeatSound,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,uWaveGestureLibrary_X,Lighting2,Coffee,Cricket_Z,CinC_ECG_torso,Wine,DistalPhalanxOutlineAgeGroup,ElectricDevices,MiddlePhalanxOutlineCorrect,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,Ham,ScreenType,InlineSkate,DistalPhalanxOutlineCorrect,RefrigerationDevices,LargeKitchenAppliances,Symbols,Computers,Two_Patterns,HandOutlines,ItalyPowerDemand,wafer,ECGFiveDays,SmallKitchenAppliances,SonyAIBORobotSurfaceII,FordA,MoteStrain,TwoLeadECG,FordB,Trace,ECG200,ToeSegmentation1,SonyAIBORobotSurface,OSULeaf,ToeSegmentation2,Earthquakes,Adiac,SwedishLeaf,Car,DiatomSizeReduction,ShapeletSim,FISH,yoga,BirdChicken,BeetleFly,Plane,FaceFour,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Herring,Haptics
synthetic_control,ShapesAll,50words,WordsSynonyms,Phoneme,Cricket_Z,Adiac,Cricket_X,MedicalImages,Cricket_Y,FacesUCR,Trace,InsectWingbeatSound,uWaveGestureLibrary_Y,FaceAll,uWaveGestureLibrary_X,MALLAT,SwedishLeaf,Lighting7,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,ElectricDevices,ProximalPhalanxTW,DistalPhalanxTW,InlineSkate,Worms,MiddlePhalanxTW,OSULeaf,Symbols,Car,CinC_ECG_torso,Two_Patterns,FISH,SmallKitchenAppliances,OliveOil,DiatomSizeReduction,ECG5000,LargeKitchenAppliances,Beef,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,DistalPhalanxOutlineAgeGroup,ScreenType,SonyAIBORobotSurface,RefrigerationDevices,ProximalPhalanxOutlineAgeGroup,CBF,ECG200,MoteStrain,Plane,ToeSegmentation1,ToeSegmentation2,FordB,TwoLeadECG,yoga,FordA,ECGFiveDays,ItalyPowerDemand,ShapeletSim,SonyAIBORobotSurfaceII,Computers,DistalPhalanxOutlineCorrect,BirdChicken,BeetleFly,Ham,MiddlePhalanxOutlineCorrect,Meat,Lighting2,NonInvasiveFatalECG_Thorax2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,wafer,NonInvasiveFatalECG_Thorax1,Earthquakes,Gun_Point,Strawberry,FaceFour,ArrowHead,WormsTwoClass,Herring,Coffee,Wine,HandOutlines
uWaveGestureLibrary_X,InsectWingbeatSound,Phoneme,Cricket_X,FaceAll,ShapesAll,WordsSynonyms,InlineSkate,ElectricDevices,Cricket_Y,50words,DistalPhalanxTW,MedicalImages,ProximalPhalanxTW,Cricket_Z,Lighting7,ScreenType,MiddlePhalanxTW,LargeKitchenAppliances,UWaveGestureLibraryAll,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,CinC_ECG_torso,ProximalPhalanxOutlineAgeGroup,Computers,CBF,Two_Patterns,Symbols,MALLAT,DistalPhalanxOutlineCorrect,SmallKitchenAppliances,ECG5000,FacesUCR,Ham,synthetic_control,ItalyPowerDemand,ECGFiveDays,RefrigerationDevices,Worms,MiddlePhalanxOutlineCorrect,FordA,Lighting2,TwoLeadECG,FordB,OliveOil,PhalangesOutlinesCorrect,Trace,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,ECG200,Gun_Point,MoteStrain,Adiac,Strawberry,OSULeaf,ToeSegmentation1,ToeSegmentation2,SwedishLeaf,WormsTwoClass,Meat,wafer,Beef,ShapeletSim,FISH,yoga,Earthquakes,BirdChicken,DiatomSizeReduction,BeetleFly,Car,ArrowHead,Coffee,Wine,Plane,HandOutlines,Herring,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,FaceFour,Haptics,uWaveGestureLibrary_Z
uWaveGestureLibrary_Y,50words,Phoneme,ShapesAll,InsectWingbeatSound,FaceAll,Cricket_Y,Cricket_X,WordsSynonyms,Cricket_Z,InlineSkate,MedicalImages,FacesUCR,DistalPhalanxTW,ElectricDevices,UWaveGestureLibraryAll,MiddlePhalanxTW,Lighting7,ProximalPhalanxTW,MALLAT,Two_Patterns,synthetic_control,CinC_ECG_torso,Worms,OliveOil,ECG5000,ChlorineConcentration,Adiac,CBF,MiddlePhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,Symbols,Trace,ScreenType,DistalPhalanxOutlineAgeGroup,LargeKitchenAppliances,SmallKitchenAppliances,SwedishLeaf,OSULeaf,RefrigerationDevices,Meat,Beef,TwoLeadECG,FordA,FordB,FISH,ECGFiveDays,ItalyPowerDemand,Computers,SonyAIBORobotSurface,ECG200,SonyAIBORobotSurfaceII,DistalPhalanxOutlineCorrect,MoteStrain,Ham,DiatomSizeReduction,ArrowHead,Car,MiddlePhalanxOutlineCorrect,Lighting2,ToeSegmentation1,Plane,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ToeSegmentation2,Gun_Point,wafer,Strawberry,yoga,ShapeletSim,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,BirdChicken,WormsTwoClass,BeetleFly,Earthquakes,FaceFour,Herring,Coffee,Wine,HandOutlines,Haptics,uWaveGestureLibrary_Z
uWaveGestureLibrary_Z,Two_Patterns,50words,UWaveGestureLibraryAll,Cricket_Z,Phoneme,Cricket_X,Cricket_Y,ShapesAll,WordsSynonyms,TwoLeadECG,SmallKitchenAppliances,FordB,Worms,ElectricDevices,InlineSkate,CinC_ECG_torso,MALLAT,FordA,Symbols,FaceAll,ECG200,SonyAIBORobotSurface,LargeKitchenAppliances,FacesUCR,DistalPhalanxTW,Trace,ECGFiveDays,MedicalImages,synthetic_control,Lighting7,ItalyPowerDemand,InsectWingbeatSound,ECG5000,OSULeaf,ProximalPhalanxTW,DistalPhalanxOutlineAgeGroup,MiddlePhalanxTW,ToeSegmentation2,ScreenType,RefrigerationDevices,SonyAIBORobotSurfaceII,Computers,MoteStrain,ToeSegmentation1,ProximalPhalanxOutlineAgeGroup,CBF,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,ChlorineConcentration,Ham,MiddlePhalanxOutlineCorrect,ShapeletSim,OliveOil,Lighting2,BeetleFly,PhalangesOutlinesCorrect,Earthquakes,ProximalPhalanxOutlineCorrect,BirdChicken,Adiac,Gun_Point,yoga,wafer,Strawberry,SwedishLeaf,DiatomSizeReduction,Car,WormsTwoClass,Plane,Meat,Beef,FISH,Haptics,ArrowHead,Herring,Coffee,Wine,HandOutlines,NonInvasiveFatalECG_Thorax2,FaceFour,NonInvasiveFatalECG_Thorax1,uWaveGestureLibrary_X
