,K_1,K_2,K_3,K_4,K_5,K_6,K_7,K_8,K_9,K_10,K_11,K_12,K_13,K_14,K_15,K_16,K_17,K_18,K_19,K_20,K_21,K_22,K_23,K_24,K_25,K_26,K_27,K_28,K_29,K_30,K_31,K_32,K_33,K_34,K_35,K_36,K_37,K_38,K_39,K_40,K_41,K_42,K_43,K_44,K_45,K_46,K_47,K_48,K_49,K_50,K_51,K_52,K_53,K_54,K_55,K_56,K_57,K_58,K_59,K_60,K_61,K_62,K_63,K_64,K_65,K_66,K_67,K_68,K_69,K_70,K_71,K_72,K_73,K_74,K_75,K_76,K_77,K_78,K_79,K_80,K_81,K_82
Strawberry,Wine,ShapesAll,Phoneme,50words,Adiac,WordsSynonyms,Cricket_Y,Cricket_Z,Cricket_X,FacesUCR,InsectWingbeatSound,FaceAll,MedicalImages,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,SwedishLeaf,InlineSkate,uWaveGestureLibrary_Y,synthetic_control,NonInvasiveFatalECG_Thorax2,Lighting7,DistalPhalanxTW,Beef,MiddlePhalanxTW,ProximalPhalanxTW,Worms,NonInvasiveFatalECG_Thorax1,Trace,Symbols,Two_Patterns,OSULeaf,ECG5000,CinC_ECG_torso,SmallKitchenAppliances,LargeKitchenAppliances,ArrowHead,Car,ScreenType,DistalPhalanxOutlineAgeGroup,FISH,Plane,MALLAT,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,DiatomSizeReduction,Meat,RefrigerationDevices,ProximalPhalanxOutlineAgeGroup,ShapeletSim,FordA,SonyAIBORobotSurface,ECG200,CBF,ECGFiveDays,MoteStrain,ItalyPowerDemand,Coffee,ToeSegmentation1,SonyAIBORobotSurfaceII,ToeSegmentation2,FordB,Computers,TwoLeadECG,HandOutlines,yoga,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,BirdChicken,BeetleFly,Lighting2,OliveOil,PhalangesOutlinesCorrect,Earthquakes,ProximalPhalanxOutlineCorrect,wafer,WormsTwoClass,FaceFour,Gun_Point,Herring,Haptics
SwedishLeaf,ShapesAll,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,Adiac,Cricket_Y,Cricket_Z,Cricket_X,50words,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InsectWingbeatSound,uWaveGestureLibrary_X,InlineSkate,FaceAll,WordsSynonyms,uWaveGestureLibrary_Y,Plane,MedicalImages,synthetic_control,Trace,DistalPhalanxTW,Symbols,OSULeaf,FaceFour,Worms,MiddlePhalanxTW,CinC_ECG_torso,Lighting7,SmallKitchenAppliances,ProximalPhalanxTW,FacesUCR,LargeKitchenAppliances,FISH,ScreenType,SonyAIBORobotSurface,FordB,ECG200,TwoLeadECG,Car,FordA,DistalPhalanxOutlineAgeGroup,DiatomSizeReduction,ToeSegmentation1,ECG5000,ToeSegmentation2,ECGFiveDays,RefrigerationDevices,MoteStrain,ItalyPowerDemand,yoga,SonyAIBORobotSurfaceII,MALLAT,MiddlePhalanxOutlineAgeGroup,ShapeletSim,BirdChicken,Computers,ChlorineConcentration,BeetleFly,ProximalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,Earthquakes,wafer,Lighting2,PhalangesOutlinesCorrect,OliveOil,Herring,ProximalPhalanxOutlineCorrect,Haptics,Gun_Point,Strawberry,WormsTwoClass,Meat,Beef,ArrowHead,Coffee,Wine,HandOutlines,Two_Patterns,CBF
Symbols,ShapesAll,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,Phoneme,50words,Adiac,Cricket_Z,WordsSynonyms,Cricket_Y,Cricket_X,FaceAll,InsectWingbeatSound,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,MedicalImages,InlineSkate,SwedishLeaf,FacesUCR,synthetic_control,Plane,Trace,DistalPhalanxTW,Lighting7,MiddlePhalanxTW,ProximalPhalanxTW,Worms,MALLAT,Two_Patterns,OSULeaf,CinC_ECG_torso,FaceFour,SmallKitchenAppliances,LargeKitchenAppliances,ScreenType,ECG5000,Car,DistalPhalanxOutlineAgeGroup,SonyAIBORobotSurface,ECG200,MiddlePhalanxOutlineAgeGroup,yoga,ChlorineConcentration,ShapeletSim,MoteStrain,FordB,TwoLeadECG,ToeSegmentation1,ProximalPhalanxOutlineAgeGroup,DiatomSizeReduction,ToeSegmentation2,SonyAIBORobotSurfaceII,RefrigerationDevices,OliveOil,CBF,FordA,ECGFiveDays,BirdChicken,ItalyPowerDemand,Computers,FISH,BeetleFly,DistalPhalanxOutlineCorrect,wafer,Ham,MiddlePhalanxOutlineCorrect,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Beef,Gun_Point,Earthquakes,Meat,Strawberry,WormsTwoClass,ArrowHead,Haptics,Herring,Coffee,Wine,HandOutlines
ToeSegmentation1,ShapesAll,Adiac,50words,Phoneme,WordsSynonyms,SwedishLeaf,FaceAll,Cricket_Y,Cricket_X,InsectWingbeatSound,Cricket_Z,MedicalImages,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,FacesUCR,NonInvasiveFatalECG_Thorax2,uWaveGestureLibrary_Y,MALLAT,InlineSkate,Lighting7,FISH,OSULeaf,Symbols,MiddlePhalanxTW,ProximalPhalanxTW,DistalPhalanxTW,NonInvasiveFatalECG_Thorax1,synthetic_control,Plane,Two_Patterns,Car,Worms,DiatomSizeReduction,CinC_ECG_torso,Trace,OliveOil,ECG5000,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,SmallKitchenAppliances,RefrigerationDevices,CBF,DistalPhalanxOutlineAgeGroup,ScreenType,SonyAIBORobotSurface,LargeKitchenAppliances,ECG200,FordB,TwoLeadECG,SonyAIBORobotSurfaceII,Beef,ItalyPowerDemand,DistalPhalanxOutlineCorrect,Lighting2,Ham,MiddlePhalanxOutlineCorrect,FordA,FaceFour,PhalangesOutlinesCorrect,ECGFiveDays,Earthquakes,ShapeletSim,ProximalPhalanxOutlineCorrect,MoteStrain,Herring,BeetleFly,Computers,BirdChicken,ToeSegmentation2,Gun_Point,Meat,Strawberry,yoga,wafer,WormsTwoClass,ArrowHead,Haptics,Coffee,Wine,HandOutlines
ToeSegmentation2,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,Cricket_X,SwedishLeaf,Cricket_Y,FaceAll,InsectWingbeatSound,Cricket_Z,NonInvasiveFatalECG_Thorax2,MedicalImages,NonInvasiveFatalECG_Thorax1,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,UWaveGestureLibraryAll,uWaveGestureLibrary_Y,InlineSkate,Lighting7,FacesUCR,MiddlePhalanxTW,MALLAT,ProximalPhalanxTW,FISH,DistalPhalanxTW,Plane,Symbols,OSULeaf,synthetic_control,Trace,Worms,Two_Patterns,CinC_ECG_torso,Car,MiddlePhalanxOutlineAgeGroup,DiatomSizeReduction,ChlorineConcentration,ScreenType,DistalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineAgeGroup,CBF,ECG5000,OliveOil,RefrigerationDevices,SmallKitchenAppliances,LargeKitchenAppliances,FaceFour,SonyAIBORobotSurface,SonyAIBORobotSurfaceII,ECG200,MoteStrain,DistalPhalanxOutlineCorrect,Ham,Computers,MiddlePhalanxOutlineCorrect,FordB,TwoLeadECG,Lighting2,ItalyPowerDemand,PhalangesOutlinesCorrect,Earthquakes,ECGFiveDays,BeetleFly,ShapeletSim,ProximalPhalanxOutlineCorrect,FordA,BirdChicken,ToeSegmentation1,Herring,Gun_Point,Beef,Meat,Strawberry,wafer,WormsTwoClass,yoga,Haptics,ArrowHead,Coffee,Wine,HandOutlines
Trace,ShapesAll,Adiac,Phoneme,50words,SwedishLeaf,WordsSynonyms,InsectWingbeatSound,FaceAll,Cricket_Y,InlineSkate,Cricket_X,UWaveGestureLibraryAll,Cricket_Z,MedicalImages,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,FISH,OSULeaf,DistalPhalanxTW,Symbols,uWaveGestureLibrary_Y,Lighting7,Two_Patterns,Car,MiddlePhalanxTW,ProximalPhalanxTW,DiatomSizeReduction,FacesUCR,CinC_ECG_torso,MALLAT,NonInvasiveFatalECG_Thorax2,LargeKitchenAppliances,synthetic_control,ScreenType,RefrigerationDevices,Plane,DistalPhalanxOutlineAgeGroup,NonInvasiveFatalECG_Thorax1,ECG5000,Worms,SmallKitchenAppliances,MiddlePhalanxOutlineAgeGroup,FordA,TwoLeadECG,ECGFiveDays,FordB,ChlorineConcentration,ItalyPowerDemand,ProximalPhalanxOutlineAgeGroup,ToeSegmentation2,Computers,CBF,yoga,ToeSegmentation1,DistalPhalanxOutlineCorrect,OliveOil,Earthquakes,Herring,ECG200,Ham,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,BirdChicken,Lighting2,ShapeletSim,SonyAIBORobotSurfaceII,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,wafer,Haptics,BeetleFly,MoteStrain,Gun_Point,FaceFour,Beef,Strawberry,Meat,WormsTwoClass,ArrowHead,Coffee,Wine,HandOutlines
TwoLeadECG,ShapesAll,50words,WordsSynonyms,Phoneme,Adiac,FaceAll,Cricket_X,InsectWingbeatSound,Cricket_Z,MedicalImages,Cricket_Y,FacesUCR,MALLAT,uWaveGestureLibrary_X,Lighting7,uWaveGestureLibrary_Y,MiddlePhalanxTW,ProximalPhalanxTW,SwedishLeaf,synthetic_control,DistalPhalanxTW,InlineSkate,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,Trace,OliveOil,NonInvasiveFatalECG_Thorax2,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,NonInvasiveFatalECG_Thorax1,Worms,DistalPhalanxOutlineAgeGroup,ScreenType,Symbols,OSULeaf,ECG5000,Car,CinC_ECG_torso,Ham,MoteStrain,MiddlePhalanxOutlineCorrect,Lighting2,DistalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,RefrigerationDevices,DiatomSizeReduction,FISH,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,Plane,Computers,ShapeletSim,LargeKitchenAppliances,SmallKitchenAppliances,Gun_Point,yoga,ToeSegmentation1,Meat,wafer,Strawberry,BirdChicken,BeetleFly,WormsTwoClass,Beef,Earthquakes,ToeSegmentation2,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurface,ECG200,FordA,Two_Patterns,ArrowHead,FaceFour,Herring,Haptics,Coffee,Wine,HandOutlines,FordB
Two_Patterns,ShapesAll,50words,WordsSynonyms,Phoneme,Adiac,FaceAll,Cricket_X,InsectWingbeatSound,MedicalImages,Cricket_Z,Cricket_Y,FacesUCR,MALLAT,Lighting7,uWaveGestureLibrary_Y,uWaveGestureLibrary_X,NonInvasiveFatalECG_Thorax2,MiddlePhalanxTW,ProximalPhalanxTW,synthetic_control,NonInvasiveFatalECG_Thorax1,uWaveGestureLibrary_Z,DistalPhalanxTW,Trace,UWaveGestureLibraryAll,InlineSkate,OliveOil,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,Worms,ProximalPhalanxOutlineAgeGroup,OSULeaf,DistalPhalanxOutlineAgeGroup,Symbols,ECG5000,Plane,ScreenType,Car,FISH,CinC_ECG_torso,Meat,Lighting2,Ham,MiddlePhalanxOutlineCorrect,DiatomSizeReduction,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,MoteStrain,DistalPhalanxOutlineCorrect,RefrigerationDevices,ShapeletSim,Beef,Gun_Point,Computers,Strawberry,wafer,yoga,BirdChicken,WormsTwoClass,ToeSegmentation1,BeetleFly,SmallKitchenAppliances,SonyAIBORobotSurface,LargeKitchenAppliances,Earthquakes,ECG200,ToeSegmentation2,ItalyPowerDemand,FaceFour,ArrowHead,ECGFiveDays,Coffee,Haptics,Herring,Wine,HandOutlines,FordA,FordB,TwoLeadECG,SwedishLeaf,CBF
UWaveGestureLibraryAll,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FaceAll,Cricket_X,InsectWingbeatSound,Cricket_Z,Cricket_Y,MedicalImages,FacesUCR,SwedishLeaf,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,MALLAT,Lighting7,uWaveGestureLibrary_Z,MiddlePhalanxTW,ProximalPhalanxTW,InlineSkate,synthetic_control,DistalPhalanxTW,NonInvasiveFatalECG_Thorax2,Trace,OSULeaf,Symbols,NonInvasiveFatalECG_Thorax1,Worms,FISH,OliveOil,Car,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,CinC_ECG_torso,ProximalPhalanxOutlineAgeGroup,ECG5000,CBF,DistalPhalanxOutlineAgeGroup,DiatomSizeReduction,Plane,ScreenType,RefrigerationDevices,SmallKitchenAppliances,LargeKitchenAppliances,Two_Patterns,Beef,Ham,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,MoteStrain,Lighting2,SonyAIBORobotSurfaceII,ShapeletSim,Meat,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Computers,yoga,ToeSegmentation1,BirdChicken,Gun_Point,wafer,SonyAIBORobotSurface,ToeSegmentation2,BeetleFly,ItalyPowerDemand,ECG200,Strawberry,ECGFiveDays,Earthquakes,WormsTwoClass,FordA,FordB,TwoLeadECG,ArrowHead,FaceFour,Herring,Coffee,Wine,Haptics,HandOutlines
Wine,Strawberry,50words,ShapesAll,Phoneme,WordsSynonyms,Adiac,FaceAll,Cricket_X,InsectWingbeatSound,Cricket_Y,MedicalImages,Cricket_Z,MALLAT,FacesUCR,uWaveGestureLibrary_X,Lighting7,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y,InlineSkate,MiddlePhalanxTW,ProximalPhalanxTW,DistalPhalanxTW,SwedishLeaf,synthetic_control,OliveOil,Worms,ECG5000,CinC_ECG_torso,Symbols,Two_Patterns,ChlorineConcentration,CBF,ProximalPhalanxOutlineAgeGroup,MiddlePhalanxOutlineAgeGroup,NonInvasiveFatalECG_Thorax2,Trace,DistalPhalanxOutlineAgeGroup,ScreenType,LargeKitchenAppliances,OSULeaf,NonInvasiveFatalECG_Thorax1,SmallKitchenAppliances,RefrigerationDevices,Gun_Point,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Lighting2,MiddlePhalanxOutlineCorrect,Ham,DistalPhalanxOutlineCorrect,Computers,Meat,Car,ECGFiveDays,ItalyPowerDemand,SonyAIBORobotSurfaceII,FordA,MoteStrain,Plane,FISH,DiatomSizeReduction,wafer,WormsTwoClass,ToeSegmentation1,SonyAIBORobotSurface,ECG200,FordB,TwoLeadECG,ToeSegmentation2,ShapeletSim,yoga,Earthquakes,HandOutlines,BirdChicken,BeetleFly,Beef,FaceFour,Herring,Haptics,ArrowHead,Coffee
WordsSynonyms,ShapesAll,Phoneme,Adiac,NonInvasiveFatalECG_Thorax2,Cricket_Y,Cricket_Z,NonInvasiveFatalECG_Thorax1,Cricket_X,FacesUCR,SwedishLeaf,FaceAll,InsectWingbeatSound,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,uWaveGestureLibrary_X,MedicalImages,uWaveGestureLibrary_Y,InlineSkate,synthetic_control,DistalPhalanxTW,OSULeaf,50words,Worms,Symbols,Trace,Beef,MiddlePhalanxTW,Lighting7,Plane,ProximalPhalanxTW,Two_Patterns,FISH,ECG5000,MALLAT,Car,CinC_ECG_torso,DiatomSizeReduction,SmallKitchenAppliances,LargeKitchenAppliances,ArrowHead,ScreenType,DistalPhalanxOutlineAgeGroup,RefrigerationDevices,ShapeletSim,MiddlePhalanxOutlineAgeGroup,HandOutlines,yoga,SonyAIBORobotSurface,ChlorineConcentration,ECG200,ToeSegmentation2,ToeSegmentation1,FordA,ProximalPhalanxOutlineAgeGroup,FordB,TwoLeadECG,MoteStrain,ECGFiveDays,BirdChicken,Meat,ItalyPowerDemand,CBF,SonyAIBORobotSurfaceII,OliveOil,Wine,Coffee,FaceFour,Computers,BeetleFly,wafer,DistalPhalanxOutlineCorrect,Ham,MiddlePhalanxOutlineCorrect,Earthquakes,Haptics,Lighting2,Herring,WormsTwoClass,ProximalPhalanxOutlineCorrect,PhalangesOutlinesCorrect,Strawberry,Gun_Point
Worms,ShapesAll,50words,Phoneme,Adiac,WordsSynonyms,FaceAll,InsectWingbeatSound,Cricket_X,Cricket_Z,Cricket_Y,MedicalImages,FacesUCR,uWaveGestureLibrary_X,SwedishLeaf,MALLAT,Lighting7,uWaveGestureLibrary_Y,UWaveGestureLibraryAll,InlineSkate,uWaveGestureLibrary_Z,MiddlePhalanxTW,ProximalPhalanxTW,DistalPhalanxTW,synthetic_control,Symbols,ECG5000,OSULeaf,NonInvasiveFatalECG_Thorax2,CinC_ECG_torso,OliveOil,Two_Patterns,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,Trace,DistalPhalanxOutlineAgeGroup,ScreenType,FISH,ProximalPhalanxOutlineAgeGroup,NonInvasiveFatalECG_Thorax1,CBF,LargeKitchenAppliances,Car,DiatomSizeReduction,Beef,SmallKitchenAppliances,RefrigerationDevices,Plane,Meat,Ham,DistalPhalanxOutlineCorrect,MiddlePhalanxOutlineCorrect,Computers,Lighting2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,ItalyPowerDemand,ECGFiveDays,SonyAIBORobotSurfaceII,ToeSegmentation1,MoteStrain,FordA,ToeSegmentation2,Gun_Point,Strawberry,ShapeletSim,wafer,yoga,TwoLeadECG,ECG200,FordB,SonyAIBORobotSurface,Earthquakes,BirdChicken,ArrowHead,BeetleFly,Coffee,Wine,Herring,Haptics,FaceFour,HandOutlines,WormsTwoClass
WormsTwoClass,ShapesAll,Phoneme,50words,Adiac,WordsSynonyms,Cricket_X,Cricket_Z,Cricket_Y,InsectWingbeatSound,FaceAll,MedicalImages,FacesUCR,uWaveGestureLibrary_X,uWaveGestureLibrary_Z,UWaveGestureLibraryAll,InlineSkate,SwedishLeaf,uWaveGestureLibrary_Y,Lighting7,DistalPhalanxTW,MALLAT,MiddlePhalanxTW,ProximalPhalanxTW,synthetic_control,NonInvasiveFatalECG_Thorax2,Beef,NonInvasiveFatalECG_Thorax1,Trace,Symbols,Two_Patterns,OSULeaf,CinC_ECG_torso,ECG5000,LargeKitchenAppliances,ScreenType,SmallKitchenAppliances,DistalPhalanxOutlineAgeGroup,ChlorineConcentration,MiddlePhalanxOutlineAgeGroup,OliveOil,ArrowHead,Car,ProximalPhalanxOutlineAgeGroup,CBF,Plane,FISH,DiatomSizeReduction,RefrigerationDevices,HandOutlines,ECGFiveDays,Computers,SonyAIBORobotSurfaceII,FordA,ItalyPowerDemand,SonyAIBORobotSurface,Ham,MoteStrain,DistalPhalanxOutlineCorrect,ToeSegmentation1,ECG200,ShapeletSim,MiddlePhalanxOutlineCorrect,ToeSegmentation2,FordB,TwoLeadECG,Wine,Lighting2,Coffee,yoga,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,BirdChicken,Gun_Point,BeetleFly,wafer,Earthquakes,Meat,Strawberry,FaceFour,Herring,Haptics,Worms
synthetic_control,ShapesAll,Phoneme,Adiac,50words,WordsSynonyms,SwedishLeaf,Cricket_Y,InsectWingbeatSound,FaceAll,Cricket_X,Cricket_Z,NonInvasiveFatalECG_Thorax2,NonInvasiveFatalECG_Thorax1,UWaveGestureLibraryAll,uWaveGestureLibrary_Z,MedicalImages,InlineSkate,uWaveGestureLibrary_X,uWaveGestureLibrary_Y,DistalPhalanxTW,FacesUCR,Symbols,Lighting7,OSULeaf,FISH,MiddlePhalanxTW,ProximalPhalanxTW,Two_Patterns,MALLAT,Plane,CinC_ECG_torso,Worms,Car,LargeKitchenAppliances,DiatomSizeReduction,ScreenType,ECG5000,SmallKitchenAppliances,Trace,DistalPhalanxOutlineAgeGroup,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,TwoLeadECG,FordB,FordA,CBF,ECGFiveDays,ItalyPowerDemand,OliveOil,Computers,ECG200,SonyAIBORobotSurface,ToeSegmentation2,FaceFour,DistalPhalanxOutlineCorrect,ToeSegmentation1,SonyAIBORobotSurfaceII,MoteStrain,Ham,Earthquakes,MiddlePhalanxOutlineCorrect,ShapeletSim,Beef,yoga,Lighting2,BirdChicken,BeetleFly,Herring,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,wafer,Gun_Point,ArrowHead,Strawberry,Haptics,Meat,WormsTwoClass,HandOutlines,Coffee,Wine
uWaveGestureLibrary_X,ShapesAll,50words,Adiac,Phoneme,WordsSynonyms,FaceAll,Cricket_Z,Cricket_Y,FacesUCR,Cricket_X,SwedishLeaf,InsectWingbeatSound,MedicalImages,NonInvasiveFatalECG_Thorax2,UWaveGestureLibraryAll,MALLAT,NonInvasiveFatalECG_Thorax1,Lighting7,InlineSkate,synthetic_control,ProximalPhalanxTW,OSULeaf,MiddlePhalanxTW,DistalPhalanxTW,Symbols,Worms,FISH,Beef,Car,Two_Patterns,Trace,OliveOil,Plane,ECG5000,DiatomSizeReduction,CinC_ECG_torso,SmallKitchenAppliances,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,MiddlePhalanxOutlineAgeGroup,Meat,DistalPhalanxOutlineAgeGroup,LargeKitchenAppliances,RefrigerationDevices,ArrowHead,ScreenType,ShapeletSim,yoga,SonyAIBORobotSurface,FordB,TwoLeadECG,ECG200,ToeSegmentation2,wafer,PhalangesOutlinesCorrect,ProximalPhalanxOutlineCorrect,Lighting2,BirdChicken,Gun_Point,SonyAIBORobotSurfaceII,FordA,MoteStrain,MiddlePhalanxOutlineCorrect,ToeSegmentation1,WormsTwoClass,Ham,Strawberry,ItalyPowerDemand,DistalPhalanxOutlineCorrect,BeetleFly,ECGFiveDays,Computers,Coffee,Wine,Earthquakes,FaceFour,Herring,HandOutlines,Haptics,uWaveGestureLibrary_Z,uWaveGestureLibrary_Y
uWaveGestureLibrary_Y,ShapesAll,50words,Adiac,Phoneme,WordsSynonyms,FaceAll,Cricket_X,Cricket_Z,Cricket_Y,SwedishLeaf,InsectWingbeatSound,MedicalImages,FacesUCR,UWaveGestureLibraryAll,NonInvasiveFatalECG_Thorax2,InlineSkate,MALLAT,Lighting7,NonInvasiveFatalECG_Thorax1,ProximalPhalanxTW,MiddlePhalanxTW,DistalPhalanxTW,OSULeaf,synthetic_control,Symbols,FISH,Worms,Two_Patterns,Car,CinC_ECG_torso,DiatomSizeReduction,Plane,ECG5000,Trace,OliveOil,Beef,LargeKitchenAppliances,ChlorineConcentration,SmallKitchenAppliances,MiddlePhalanxOutlineAgeGroup,DistalPhalanxOutlineAgeGroup,ScreenType,ProximalPhalanxOutlineAgeGroup,CBF,RefrigerationDevices,TwoLeadECG,FordB,FordA,ToeSegmentation2,ShapeletSim,yoga,ECG200,ItalyPowerDemand,ECGFiveDays,Lighting2,SonyAIBORobotSurface,MiddlePhalanxOutlineCorrect,Ham,PhalangesOutlinesCorrect,DistalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,Computers,ArrowHead,ToeSegmentation1,ProximalPhalanxOutlineCorrect,MoteStrain,BirdChicken,Gun_Point,Meat,wafer,BeetleFly,Earthquakes,Strawberry,FaceFour,Herring,Coffee,Wine,WormsTwoClass,HandOutlines,Haptics,uWaveGestureLibrary_Z,uWaveGestureLibrary_X
uWaveGestureLibrary_Z,ShapesAll,50words,Adiac,Phoneme,WordsSynonyms,FaceAll,InsectWingbeatSound,Cricket_X,Cricket_Z,MedicalImages,Cricket_Y,SwedishLeaf,FacesUCR,Lighting7,MALLAT,MiddlePhalanxTW,ProximalPhalanxTW,UWaveGestureLibraryAll,InlineSkate,NonInvasiveFatalECG_Thorax2,DistalPhalanxTW,synthetic_control,NonInvasiveFatalECG_Thorax1,OSULeaf,Symbols,Trace,FISH,Car,Worms,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,OliveOil,ScreenType,DistalPhalanxOutlineAgeGroup,DiatomSizeReduction,ProximalPhalanxOutlineAgeGroup,CinC_ECG_torso,ECG5000,CBF,Plane,LargeKitchenAppliances,RefrigerationDevices,Two_Patterns,SmallKitchenAppliances,DistalPhalanxOutlineCorrect,Ham,yoga,MiddlePhalanxOutlineCorrect,Computers,Lighting2,Beef,MoteStrain,ShapeletSim,PhalangesOutlinesCorrect,ToeSegmentation1,ProximalPhalanxOutlineCorrect,SonyAIBORobotSurfaceII,ToeSegmentation2,Meat,BirdChicken,wafer,ItalyPowerDemand,ECGFiveDays,Gun_Point,Earthquakes,BeetleFly,Strawberry,FordA,WormsTwoClass,ECG200,SonyAIBORobotSurface,FordB,TwoLeadECG,ArrowHead,FaceFour,Herring,Haptics,Coffee,Wine,HandOutlines,uWaveGestureLibrary_X,uWaveGestureLibrary_Y
wafer,ShapesAll,Phoneme,Adiac,50words,WordsSynonyms,SwedishLeaf,Cricket_Y,Cricket_X,InsectWingbeatSound,Cricket_Z,FaceAll,MedicalImages,uWaveGestureLibrary_Z,uWaveGestureLibrary_X,UWaveGestureLibraryAll,InlineSkate,NonInvasiveFatalECG_Thorax2,FacesUCR,uWaveGestureLibrary_Y,NonInvasiveFatalECG_Thorax1,DistalPhalanxTW,Symbols,FISH,Lighting7,OSULeaf,MiddlePhalanxTW,ProximalPhalanxTW,Plane,synthetic_control,Two_Patterns,Worms,Trace,CinC_ECG_torso,MALLAT,Car,LargeKitchenAppliances,DiatomSizeReduction,ScreenType,SmallKitchenAppliances,ECG5000,DistalPhalanxOutlineAgeGroup,RefrigerationDevices,MiddlePhalanxOutlineAgeGroup,ChlorineConcentration,ProximalPhalanxOutlineAgeGroup,CBF,FordA,Beef,TwoLeadECG,FordB,ECGFiveDays,FaceFour,ItalyPowerDemand,ECG200,SonyAIBORobotSurface,Computers,SonyAIBORobotSurfaceII,MoteStrain,DistalPhalanxOutlineCorrect,Ham,OliveOil,Earthquakes,ShapeletSim,MiddlePhalanxOutlineCorrect,ToeSegmentation1,BeetleFly,BirdChicken,ToeSegmentation2,Lighting2,Herring,PhalangesOutlinesCorrect,ArrowHead,ProximalPhalanxOutlineCorrect,Meat,Gun_Point,yoga,HandOutlines,Coffee,Wine,Haptics,WormsTwoClass,Strawberry
